"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdcd5",1.15929434121532e-07,0.298212563163402,0.994,0.965,0.00202656243787849,"LH","Pdcd5"
"Ssu72",1.17513565567998e-07,0.275083083785151,0.983,0.927,0.00205425463969418,"LH","Ssu72"
"Mtx21",1.25482227047709e-07,0.394651912523488,0.841,0.725,0.002193554811021,"LH","Mtx2"
"Trpv6",1.25741731398341e-07,0.265712015984472,0.136,0.035,0.0021980912065744,"LH","Trpv6"
"Tuba1b2",1.29317698288438e-07,0.414909996215337,0.994,0.987,0.00226060268378019,"LH","Tuba1b"
"Il18",1.38643613279187e-07,0.358354686253088,0.256,0.098,0.00242362900373346,"LH","Il18"
"Tspan34",1.4276400057936e-07,0.266205744843861,0.989,0.99,0.00249565749412779,"LH","Tspan3"
"Psmc11",1.43171474704069e-07,0.399881761883235,0.955,0.917,0.00250278054930182,"LH","Psmc1"
"Vapa",1.43715836382173e-07,0.297106530898736,0.983,0.986,0.00251229653579677,"LH","Vapa"
"Fabp5",1.44910266767963e-07,0.30880950333187,0.994,0.977,0.00253317637337075,"LH","Fabp5"
"Zfp7032",1.51959110882185e-07,0.271235299803345,0.261,0.327,0.00265639721733148,"LH","Zfp703"
"Creb3",1.59455057902069e-07,0.381453949202677,0.659,0.444,0.00278743386718606,"LH","Creb3"
"Snrpb1",1.75189930646616e-07,0.380827446306935,0.932,0.869,0.00306249517763349,"LH","Snrpb"
"Cops5",1.75240188322265e-07,0.383862554067654,0.847,0.779,0.00306337373206151,"LH","Cops5"
"Gm13306",1.78738355520688e-07,0.318305904489181,0.165,0.049,0.00312452519285715,"LH","Gm13306"
"Gm9844",1.8174212181293e-07,0.407938050765334,0.352,0.188,0.00317703403141183,"LH","Gm9844"
"Pfdn6",1.8235027258874e-07,0.323365645952125,0.96,0.896,0.00318766511512377,"LH","Pfdn6"
"Nt5c",1.84494737446393e-07,0.370432139749072,0.858,0.707,0.0032251525053004,"LH","Nt5c"
"Rmnd5b2",1.87390510156673e-07,0.414023850322993,0.778,0.635,0.0032757735080488,"LH","Rmnd5b"
"Mrpl22",1.88919221851475e-07,0.445840019289827,0.693,0.527,0.00330249691718563,"LH","Mrpl22"
"Ngef3",1.89245138436549e-07,0.34584636999347,0.96,0.933,0.00330819426500931,"LH","Ngef"
"Vps29",1.93472424373003e-07,0.329164673998613,0.977,0.949,0.00338209145046447,"LH","Vps29"
"Prkcg1",1.95342027778869e-07,0.3665909075668,0.994,0.964,0.0034147739876024,"LH","Prkcg"
"Fam126a1",2.15899682787348e-07,0.497566476485574,0.267,0.203,0.00377414235480564,"LH","Fam126a"
"Exosc4",2.17196205996499e-07,0.417570813065509,0.818,0.655,0.0037968068770248,"LH","Exosc4"
"Hnrnpf",2.18185627562904e-07,0.404874756200265,0.864,0.727,0.00381410295542712,"LH","Hnrnpf"
"1110008F13Rik1",2.21453363683976e-07,0.321257905317474,0.955,0.919,0.00387122625055958,"LH","1110008F13Rik"
"Acat12",2.23345388826529e-07,0.394059111065868,0.892,0.761,0.00390430074207655,"LH","Acat1"
"AC101921.11",2.30831798647133e-07,0.378695455652177,0.25,0.098,0.00403517067215053,"LH","AC101921.1"
"Snx21",2.3125466617797e-07,0.392516208449647,0.807,0.682,0.0040425628194571,"LH","Snx2"
"Kit2",2.3445332762934e-07,0.559819811104961,0.506,0.306,0.00409847862028848,"LH","Kit"
"Grcc10",2.41186827727775e-07,0.359648260211332,0.898,0.797,0.00421618693550923,"LH","Grcc10"
"Ergic31",2.44678757458935e-07,0.361125958448827,0.824,0.786,0.00427722935913964,"LH","Ergic3"
"0610009B22Rik2",2.584168081534e-07,0.426932722248986,0.801,0.653,0.00451738422332959,"LH","0610009B22Rik"
"BC031181",2.59488584561538e-07,0.291350791224573,0.983,0.969,0.00453611994672025,"LH","BC031181"
"Sugt13",2.63752651026183e-07,0.305031909345105,0.989,0.94,0.0046106600925887,"LH","Sugt1"
"Rogdi2",2.64415672051891e-07,0.312631561384105,0.977,0.936,0.0046222503631391,"LH","Rogdi"
"Bcas2",2.65002475516279e-07,0.282134793895245,0.989,0.974,0.00463250827450007,"LH","Bcas2"
"Dtd11",2.66753640230171e-07,0.374263866745153,0.943,0.888,0.00466312038486361,"LH","Dtd1"
"Lamp13",2.67339453990077e-07,0.335493545459831,0.966,0.921,0.00467336099520053,"LH","Lamp1"
"Lsp13",3.06656578917912e-07,0.418344631836412,0.438,0.239,0.00536066365606401,"LH","Lsp1"
"Hspa1a2",3.26110263097691e-07,0.774952428452362,0.653,0.526,0.00570073350921074,"LH","Hspa1a"
"Arpc53",3.39224573593916e-07,0.317367441671993,0.989,0.956,0.00592998477099525,"LH","Arpc5"
"Acbd6",3.43352077118007e-07,0.32519771100962,0.949,0.865,0.00600213766009989,"LH","Acbd6"
"Tceal1",3.59905715901062e-07,0.347869081392127,0.869,0.7,0.00629151181966646,"LH","Tceal1"
"Esd",3.61348212554698e-07,0.328043817107627,0.938,0.896,0.00631672810366868,"LH","Esd"
"Pcmt1",3.77743326909708e-07,0.260888915567701,0.989,0.99,0.00660333109770861,"LH","Pcmt1"
"Ppp1r2",3.83812416383202e-07,0.348543885951973,0.983,0.98,0.00670942485079475,"LH","Ppp1r2"
"Pdia32",3.93895456830063e-07,0.392033770608631,0.903,0.789,0.00688568648084632,"LH","Pdia3"
"Saraf",4.01685895517963e-07,0.322440849964038,0.972,0.95,0.0070218711395495,"LH","Saraf"
"Gsta42",4.16744430727494e-07,0.457031857378698,0.636,0.43,0.00728510939354732,"LH","Gsta4"
"Ndufa104",4.18410423488964e-07,0.304865132665924,0.983,0.963,0.00731423261301059,"LH","Ndufa10"
"Efnb32",4.20284419213613e-07,0.409602864047208,0.841,0.702,0.00734699193227317,"LH","Efnb3"
"Ighm2",4.3258672404863e-07,0.722888965661712,0.295,0.134,0.0075620485230941,"LH","Ighm"
"Prdx42",4.50695726830349e-07,0.468242878475174,0.597,0.401,0.00787861200072133,"LH","Prdx4"
"Pgk13",4.53243151829628e-07,0.395760469638878,0.966,0.963,0.00792314353713373,"LH","Pgk1"
"Spag7",4.83268864910242e-07,0.350893927993342,0.903,0.771,0.00844802302749594,"LH","Spag7"
"Fh11",5.17631049878249e-07,0.446744362307826,0.71,0.549,0.00904870838292166,"LH","Fh1"
"Vbp1",5.24821571490239e-07,0.336167575137236,0.943,0.901,0.00917440589122087,"LH","Vbp1"
"Gadd45g2",5.28930520516019e-07,0.637626156541922,0.864,0.81,0.00924623442914053,"LH","Gadd45g"
"Ndufb4",5.30894563297458e-07,0.267912470584245,0.989,0.977,0.00928056786100286,"LH","Ndufb4"
"Slc17a63",5.35948554474791e-07,0.271151843387,0.358,0.183,0.00936891668077382,"LH","Slc17a6"
"Eef1a2",5.38512178631082e-07,0.28861137382223,0.994,0.994,0.00941373139464994,"LH","Eef1a2"
"Zyx2",5.38877774624166e-07,0.43578115565202,0.682,0.527,0.00942012237820504,"LH","Zyx"
"Fibp2",5.43095304263204e-07,0.377472429429815,0.79,0.617,0.00949384901382507,"LH","Fibp"
"Egr4",5.46160660629903e-07,0.673657641052724,0.83,0.751,0.00954743450847134,"LH","Egr4"
"Psmg31",5.92037784596129e-07,0.422342877134129,0.602,0.414,0.0103494125125249,"LH","Psmg3"
"Myo5b3",5.94623339885504e-07,0.38157620699222,0.523,0.318,0.0103946106045385,"LH","Myo5b"
"Smim14",6.09527888201381e-07,0.257993632945974,0.994,0.984,0.0106551570136483,"LH","Smim14"
"Gstp12",6.17432280231335e-07,0.442126128473676,0.75,0.583,0.010793333690724,"LH","Gstp1"
"Zfand6",6.73826444610864e-07,0.344645475435563,0.915,0.822,0.0117791600782425,"LH","Zfand6"
"Rer11",6.75624096022452e-07,0.320062693453701,0.955,0.87,0.0118105848225685,"LH","Rer1"
"Fam84b1",6.81471024678861e-07,0.433083779796747,0.136,0.04,0.0119127949824112,"LH","Fam84b"
"Bcl101",7.29438113060161e-07,0.42249218295888,0.511,0.371,0.0127513076544047,"LH","Bcl10"
"AC163018.11",7.43989808105755e-07,0.267042695806068,0.199,0.069,0.0130056858354967,"LH","AC163018.1"
"Dhrs72",7.56492621522017e-07,0.461192285796938,0.551,0.371,0.0132242475168264,"LH","Dhrs7"
"Lrrc57",7.57754228824929e-07,0.411568594226847,0.75,0.591,0.0132463016740886,"LH","Lrrc57"
"Tbcc1",7.59480309050991e-07,0.428607153610039,0.597,0.416,0.0132764752825204,"LH","Tbcc"
"Meis22",7.6484170177708e-07,0.32565790573812,0.949,0.823,0.0133701977887651,"LH","Meis2"
"Plcxd32",8.11106838451595e-07,0.503741584749727,0.528,0.338,0.0141789586429723,"LH","Plcxd3"
"Tpbg1",8.2930531795836e-07,0.356353037202343,0.142,0.037,0.0144970862632301,"LH","Tpbg"
"Atraid2",8.34230541935142e-07,0.322053006266531,0.886,0.822,0.0145831841035682,"LH","Atraid"
"Polr2g",8.36170663032513e-07,0.303601709325973,0.983,0.959,0.0146170993604714,"LH","Polr2g"
"Polr2e2",8.84097475870581e-07,0.329867688275507,0.938,0.863,0.0154549079756936,"LH","Polr2e"
"Pqbp12",8.93174032707824e-07,0.367587486440925,0.761,0.651,0.0156135752657655,"LH","Pqbp1"
"Nap1l51",9.06777831187618e-07,0.267227279178297,1,0.997,0.0158513832669907,"LH","Nap1l5"
"Hs6st24",9.12134421538007e-07,0.37280296306434,0.881,0.737,0.0159450218229059,"LH","Hs6st2"
"Mrps34",9.60158907209548e-07,0.31876483122333,0.932,0.819,0.0167845378569301,"LH","Mrps34"
"Ddrgk1",9.86565414096662e-07,0.350354266632779,0.886,0.764,0.0172461500038237,"LH","Ddrgk1"
"Mrpl151",1.01726164140059e-06,0.399053276908587,0.739,0.626,0.0177827507533237,"LH","Mrpl15"
"Tm2d1",1.01851598873746e-06,0.298631833681995,0.955,0.912,0.0178046779991196,"LH","Tm2d1"
"Col5a12",1.02045269217708e-06,0.384568130721657,0.358,0.181,0.0178385335119475,"LH","Col5a1"
"Pdcd101",1.03492597637663e-06,0.289115259470901,0.955,0.841,0.0180915409930399,"LH","Pdcd10"
"Cript",1.04160174296976e-06,0.299239054859241,0.96,0.914,0.0182082400688543,"LH","Cript"
"Pmpcb2",1.04644697898568e-06,0.433439672689044,0.557,0.428,0.0182929396396487,"LH","Pmpcb"
"Gm87972",1.05151062964398e-06,0.415877700542154,0.733,0.579,0.0183814573168064,"LH","Gm8797"
"H2afy2",1.09282091869643e-06,0.321370194209928,0.989,0.968,0.0191036024797323,"LH","H2afy"
"Etfb",1.09714920615009e-06,0.37660902023997,0.619,0.421,0.0191792652727097,"LH","Etfb"
"Tkt1",1.13768317181257e-06,0.38980562901187,0.79,0.685,0.0198878395264555,"LH","Tkt"
"Puf601",1.14325286406109e-06,0.382361132628828,0.847,0.756,0.0199852033166518,"LH","Puf60"
"Hist1h2bc1",1.14381889219802e-06,0.497688187555408,0.534,0.34,0.0199950980545136,"LH","Hist1h2bc"
"Dnajc92",1.19906819750448e-06,0.379280939400958,0.727,0.541,0.0209609111605758,"LH","Dnajc9"
"Sec11c1",1.2336462881606e-06,0.289337157613985,0.96,0.918,0.0215653707633354,"LH","Sec11c"
"Abhd16a",1.23751809471154e-06,0.409596130051369,0.744,0.615,0.0216330538136525,"LH","Abhd16a"
"Gm470333",1.25178017882905e-06,0.402147300893202,0.398,0.215,0.0218823693061106,"LH","Gm47033"
"Stxbp5l",1.26492336787516e-06,0.363300624605244,0.915,0.894,0.0221121253938256,"LH","Stxbp5l"
"Wnt23",1.27227078273529e-06,0.392983640795663,0.392,0.21,0.0222405655529957,"LH","Wnt2"
"Drg1",1.30763270615564e-06,0.397732924218361,0.83,0.733,0.0228587273363067,"LH","Drg1"
"Traf5",1.31916071235698e-06,0.294980852274786,0.131,0.036,0.0230602484127123,"LH","Traf5"
"Mro1",1.3583834671485e-06,0.38772421907734,0.284,0.129,0.0237459013892229,"LH","Mro"
"Abracl1",1.37493125745626e-06,0.454807330739371,0.756,0.664,0.0240351733115929,"LH","Abracl"
"Vwc24",1.45156351354565e-06,0.338866968069319,0.335,0.166,0.0253747817802914,"LH","Vwc2"
"Eif4a32",1.47497804253186e-06,0.434497899487317,0.523,0.344,0.0257840911614994,"LH","Eif4a3"
"Qpct1",1.5373956911485e-06,0.459759596057486,0.432,0.259,0.0268752140769669,"LH","Qpct"
"Bmyc1",1.57929086531056e-06,0.26843674464068,0.989,0.941,0.0276075836164939,"LH","Bmyc"
"Fgfr12",1.62862683230341e-06,0.457682467465025,0.347,0.223,0.028470025655496,"LH","Fgfr1"
"Ilkap2",1.63342452608268e-06,0.348079679173454,0.841,0.73,0.0285538941404514,"LH","Ilkap"
"Gdpd53",1.66052328616546e-06,0.437514870427141,0.557,0.378,0.0290276075654584,"LH","Gdpd5"
"Mrps251",1.71078439327315e-06,0.328552412601756,0.926,0.877,0.0299062219788079,"LH","Mrps25"
"Ipcef13",1.79730681998176e-06,0.305363324651592,0.966,0.894,0.0314187205201012,"LH","Ipcef1"
"Rab91",1.80875833324102e-06,0.357071828822106,0.818,0.668,0.0316189044233863,"LH","Rab9"
"Hspd14",1.83352201511975e-06,0.354008101964852,0.926,0.908,0.0320517983463083,"LH","Hspd1"
"Nrxn33",2.09153655469528e-06,0.254544996258526,0.994,0.975,0.0365621505126282,"LH","Nrxn3"
"Ebp2",2.13484241268385e-06,0.413010432906516,0.506,0.335,0.0373191802161264,"LH","Ebp"
"Erp29",2.15159822767434e-06,0.267937958745703,0.989,0.959,0.0376120886179752,"LH","Erp29"
"Gars",2.34448973624479e-06,0.407380835252586,0.767,0.671,0.0409840250792951,"LH","Gars"
"Rdh14",2.45176371909017e-06,0.357020982653453,0.75,0.574,0.0428592815734152,"LH","Rdh14"
"Grpel1",2.46646097642386e-06,0.339609534880847,0.898,0.807,0.0431162043288655,"LH","Grpel1"
"Yipf13",2.48478859227307e-06,0.368484228515585,0.756,0.591,0.0434365893815255,"LH","Yipf1"
"Ctsl3",2.49871282466313e-06,0.397678554082458,0.773,0.625,0.0436799988879362,"LH","Ctsl"
"Tubg1",2.53569663718395e-06,0.384542153962412,0.614,0.432,0.0443265129146127,"LH","Tubg1"
"Tmem208",2.54570601475329e-06,0.356307932059964,0.841,0.696,0.0445014868439023,"LH","Tmem208"
"Tiprl1",2.57204183279567e-06,0.26640941548061,0.949,0.837,0.0449618632791011,"LH","Tiprl"
"Eif3d1",2.58273034186543e-06,0.379952034687802,0.722,0.639,0.0451487091061496,"LH","Eif3d"
"Id2",2.7151758308059e-06,0.421573383061933,0.983,0.941,0.0474639886983179,"LH","Id2"
"Psenen",2.79488419857322e-06,0.362668020784031,0.898,0.819,0.0488573706752584,"LH","Psenen"
"Acot13",2.91910946727459e-06,0.318253044330636,0.966,0.909,0.0510289525974272,"LH","Acot13"
"Aimp1",2.92329472283581e-06,0.265206626803807,0.949,0.922,0.0511021150498928,"LH","Aimp1"
"Sgk12",3.11426426910445e-06,0.55040182051628,0.733,0.551,0.0544404536882148,"LH","Sgk1"
"Blvrb",3.24756298892743e-06,0.367733127736199,0.489,0.302,0.0567706486094403,"LH","Blvrb"
"Naxd2",3.27693057659238e-06,0.360294695097365,0.818,0.685,0.0572840234094114,"LH","Naxd"
"Arf4",3.57197660861797e-06,0.329503914612256,0.966,0.93,0.0624417230952507,"LH","Arf4"
"Tbrg1",3.58254742868099e-06,0.377867208369876,0.744,0.57,0.0626265116007725,"LH","Tbrg1"
"Tpgs1",3.61141164220196e-06,0.37473210033241,0.795,0.68,0.0631310869173324,"LH","Tpgs1"
"Stxbp2",3.6662596612084e-06,0.257913023952256,0.494,0.308,0.0640898851375841,"LH","Stxbp2"
"Tmed3",3.74895814072944e-06,0.381725171204699,0.676,0.544,0.0655355372580913,"LH","Tmed3"
"Zfpl1",3.87000630389945e-06,0.368852831064082,0.625,0.444,0.0676515801984663,"LH","Zfpl1"
"Kcng2",3.92620596747652e-06,0.347923675567113,0.233,0.104,0.0686340065174571,"LH","Kcng2"
"Fosb2",4.00310756007098e-06,0.424758461276092,0.886,0.828,0.0699783232576008,"LH","Fosb"
"Krt802",4.16654878762259e-06,0.5281617282303,0.188,0.068,0.0728354393564305,"LH","Krt80"
"Tmem471",4.23785670949393e-06,0.25228990452256,0.33,0.368,0.0740819731386634,"LH","Tmem47"
"Mzt22",4.31836074205061e-06,0.399158133685756,0.545,0.376,0.0754892641317867,"LH","Mzt2"
"Mrps15",4.38416657266266e-06,0.338838510806752,0.858,0.73,0.076639615856716,"LH","Mrps15"
"Cpa61",4.38972120531495e-06,0.366206795606372,0.199,0.077,0.0767367163901106,"LH","Cpa6"
"Sod1",4.39685842106919e-06,0.264574019903896,0.994,0.976,0.0768614820587105,"LH","Sod1"
"Mrps28",4.48341672330886e-06,0.370144818410312,0.699,0.521,0.0783746077401621,"LH","Mrps28"
"Scube21",4.59103203879829e-06,0.288795433301224,0.233,0.097,0.080255831070233,"LH","Scube2"
"Adamts21",4.93879710577729e-06,0.515924743947794,0.17,0.065,0.0863351122060928,"LH","Adamts2"
"Kif26a1",5.20236102274129e-06,0.306838592844756,0.165,0.056,0.0909424730385404,"LH","Kif26a"
"Stard10",5.39390955577297e-06,0.382304251920441,0.807,0.674,0.0942909329444674,"LH","Stard10"
"Dnttip1",5.53397069771901e-06,0.367194046864393,0.722,0.58,0.0967393417668259,"LH","Dnttip1"
"Gps1",5.59767656196128e-06,0.332327515958124,0.892,0.808,0.0978529839796452,"LH","Gps1"
"Kctd8",5.61111090863515e-06,0.310491778553632,0.159,0.052,0.0980878297938511,"LH","Kctd8"
"Bnip31",5.79332538952227e-06,0.281436050266416,0.96,0.912,0.101273121134239,"LH","Bnip3"
"Arl6ip12",5.88279897821163e-06,0.251224094880861,1,0.999,0.102837208938117,"LH","Arl6ip1"
"Eno11",5.95895830016877e-06,0.401849571898401,0.96,0.976,0.10416855004525,"LH","Eno1"
"Sdk24",6.09869098803256e-06,0.285956228481345,0.909,0.799,0.106611217161797,"LH","Sdk2"
"Wasf34",6.12678357989679e-06,0.371607252150098,0.875,0.774,0.107102303760176,"LH","Wasf3"
"Wrap73",6.15051684688303e-06,0.315952095649365,0.477,0.293,0.107517185000362,"LH","Wrap73"
"Srm",6.26343956361726e-06,0.354875443700705,0.761,0.595,0.109491187011593,"LH","Srm"
"Endog",6.38157648545825e-06,0.385005899805611,0.653,0.487,0.111556338542296,"LH","Endog"
"Aif1",6.38631905005466e-06,0.373313714059351,0.284,0.144,0.111639243314005,"LH","Aif1"
"Klf93",6.4548344612915e-06,0.284811749305346,0.989,0.983,0.112836961217837,"LH","Klf9"
"Arl13",6.54278173892803e-06,0.28978782073051,0.989,0.973,0.114374367578201,"LH","Arl1"
"Tcp11",6.85163407656904e-06,0.306442411003994,0.977,0.959,0.119773415292503,"LH","Tcp1"
"Taf111",7.28784147388166e-06,0.318342886814468,0.881,0.788,0.127398756804925,"LH","Taf11"
"Pex5l1",7.31071487136637e-06,0.555733336455828,0.75,0.749,0.127798606666355,"LH","Pex5l"
"Thop11",7.61399403781992e-06,0.403771497469592,0.551,0.404,0.13310022977513,"LH","Thop1"
"Rab4a2",7.76514654186432e-06,0.310986626918589,0.875,0.736,0.13574252669833,"LH","Rab4a"
"Sae12",8.38660032930988e-06,0.294148714482851,0.915,0.838,0.146606160356666,"LH","Sae1"
"Rabggtb",8.62483798164091e-06,0.30757687926545,0.807,0.711,0.150770792757065,"LH","Rabggtb"
"Ddost1",8.64363537821558e-06,0.380486075859446,0.733,0.593,0.151099390046587,"LH","Ddost"
"Rala3",8.78575290445352e-06,0.340784043984415,0.903,0.86,0.153583746522752,"LH","Rala"
"Far23",8.87805577366865e-06,0.365465548007492,0.489,0.309,0.155197292979502,"LH","Far2"
"Frg1",9.16992426206612e-06,0.359215637392132,0.602,0.507,0.160299446025178,"LH","Frg1"
"Snw12",9.33959345491779e-06,0.348190632514644,0.909,0.841,0.163265433185418,"LH","Snw1"
"Exosc71",9.61010969841624e-06,0.35133186280285,0.716,0.556,0.167994327638014,"LH","Exosc7"
"Manf",9.83321300202449e-06,0.292802823183943,0.909,0.872,0.17189439648839,"LH","Manf"
"B3galt52",9.97467481315388e-06,0.360262779713904,0.273,0.132,0.174367290408743,"LH","B3galt5"
"Fam171a2",1.0406812733148e-05,0.3030776210451,0.949,0.915,0.18192149338816,"LH","Fam171a2"
"Kdelr1",1.08065620839294e-05,0.309402228400771,0.83,0.683,0.188909511789169,"LH","Kdelr1"
"Wdr452",1.08574996774479e-05,0.357596525822395,0.67,0.507,0.189799951861467,"LH","Wdr45"
"Atp6v0d12",1.11229663665083e-05,0.270440663374544,0.994,0.987,0.194440575052931,"LH","Atp6v0d1"
"Khdrbs21",1.17538492140996e-05,0.3992801972931,0.727,0.605,0.205469038111675,"LH","Khdrbs2"
"Otulin1",1.19085673114163e-05,0.323382532455029,0.727,0.551,0.208173665170868,"LH","Otulin"
"Bcl61",1.22433239283311e-05,0.461936956994045,0.153,0.079,0.214025545591156,"LH","Bcl6"
"1110004E09Rik2",1.23754841492647e-05,0.339988311144642,0.773,0.614,0.216335838413296,"LH","1110004E09Rik"
"Nmral1",1.25317844753859e-05,0.288793872632681,0.273,0.129,0.219068124414221,"LH","Nmral1"
"Wnt5a1",1.29092518905758e-05,0.42984771590799,0.227,0.101,0.225666632299156,"LH","Wnt5a"
"Hars1",1.29287559424708e-05,0.33336998266796,0.847,0.77,0.226007582630332,"LH","Hars"
"Idh3b3",1.31584311110023e-05,0.341175076271692,0.926,0.881,0.230022534251431,"LH","Idh3b"
"BC0056242",1.38420005842034e-05,0.295978535970732,0.938,0.894,0.24197201221246,"LH","BC005624"
"Prps11",1.47598107096193e-05,0.276326518147911,0.949,0.907,0.258016251014855,"LH","Prps1"
"Tsg1012",1.48377739295604e-05,0.366848391919817,0.869,0.808,0.259379126062645,"LH","Tsg101"
"Mrps18a",1.5115943322281e-05,0.283467722361247,0.966,0.888,0.264241805216795,"LH","Mrps18a"
"Nfkbib1",1.55129854432769e-05,0.32845213899923,0.551,0.371,0.271182498533924,"LH","Nfkbib"
"Hcn11",1.60605071247429e-05,0.377272976191634,0.926,0.837,0.280753725047631,"LH","Hcn1"
"Fstl13",1.62308126949042e-05,0.427326961668194,0.631,0.492,0.283730836719621,"LH","Fstl1"
"Apex1",1.68450407324378e-05,0.375124832885984,0.665,0.534,0.294468157043746,"LH","Apex1"
"Tnnt22",1.71263265190944e-05,0.444105251691904,0.432,0.304,0.299385313880288,"LH","Tnnt2"
"Jun2",1.74424400877231e-05,0.401760644129518,0.983,0.986,0.304911295173487,"LH","Jun"
"Rae11",1.75352736071294e-05,0.405409859589094,0.676,0.552,0.306534117926228,"LH","Rae1"
"Etv5",1.76180502681896e-05,0.326224640171821,0.818,0.787,0.307981136738222,"LH","Etv5"
"Dnajb9",1.78234619069434e-05,0.333646199489289,0.881,0.778,0.311571937595277,"LH","Dnajb9"
"Strap2",1.83875101700544e-05,0.268864469176315,0.96,0.905,0.321432065282721,"LH","Strap"
"Fam216a1",1.9545219733002e-05,0.301399306206661,0.915,0.832,0.341669986152607,"LH","Fam216a"
"Thsd7b3",1.99822390387296e-05,0.392351277526815,0.364,0.218,0.349309520636032,"LH","Thsd7b"
"Ephb13",2.07109088351908e-05,0.38832262427064,0.432,0.28,0.36204739734797,"LH","Ephb1"
"Chrna42",2.07952284448438e-05,0.377826843861015,0.653,0.484,0.363521388444314,"LH","Chrna4"
"Fra10ac11",2.16269686247661e-05,0.326955165762764,0.625,0.446,0.378061038529535,"LH","Fra10ac1"
"Ncald3",2.19371377181283e-05,0.306467665327399,0.943,0.993,0.383483104450601,"LH","Ncald"
"Gng123",2.22018096640919e-05,0.396004020552866,0.71,0.588,0.38810983473799,"LH","Gng12"
"Rpl7l11",2.2226506154648e-05,0.302474990768486,0.812,0.664,0.388541554089401,"LH","Rpl7l1"
"Dpy19l32",2.34659490548392e-05,0.396482135648213,0.517,0.34,0.410208255427644,"LH","Dpy19l3"
"Sco21",2.35777559783391e-05,0.324016564453971,0.562,0.382,0.412162752257345,"LH","Sco2"
"Tmem59l",2.40918093374007e-05,0.254202624382345,0.983,0.976,0.421148919027101,"LH","Tmem59l"
"Ift573",2.44078564347949e-05,0.335460784078564,0.812,0.671,0.42667373833665,"LH","Ift57"
"Rbm42",2.46140069772827e-05,0.378809111136142,0.722,0.597,0.430277455969879,"LH","Rbm42"
"Hist1h4i3",2.5292925009446e-05,0.53110489762814,0.494,0.352,0.442145622090126,"LH","Hist1h4i"
"Sertad13",2.53600914853471e-05,0.454138291315904,0.528,0.367,0.443319759255352,"LH","Sertad1"
"Cidea",2.5602890015965e-05,0.321753772082288,0.233,0.104,0.447564120369084,"LH","Cidea"
"Emb2",2.58208168127752e-05,0.366769292617683,0.625,0.468,0.451373698704123,"LH","Emb"
"Zfhx33",2.5885816213271e-05,0.276040714389207,0.364,0.209,0.45250995322419,"LH","Zfhx3"
"Tcerg1l1",2.67924294642217e-05,0.408718746168679,0.131,0.083,0.468358459464059,"LH","Tcerg1l"
"Atg32",2.84984738045787e-05,0.307226471538142,0.835,0.767,0.49818182057784,"LH","Atg3"
"Neto22",2.85500594661796e-05,0.375764823642534,0.688,0.524,0.499083589528286,"LH","Neto2"
"Dnpep",2.87518680424558e-05,0.368324995474614,0.54,0.412,0.502611405250171,"LH","Dnpep"
"Snrpb2",2.89536862669645e-05,0.304866879390465,0.83,0.738,0.506139389632806,"LH","Snrpb2"
"Cnpy21",2.94976217484294e-05,0.334539397539795,0.869,0.785,0.515647925784294,"LH","Cnpy2"
"Mrpl392",3.0888254922524e-05,0.384142778150835,0.466,0.314,0.539957584300643,"LH","Mrpl39"
"Ndufaf73",3.09769800258403e-05,0.31566364680354,0.744,0.578,0.541508587831715,"LH","Ndufaf7"
"Tmem1593",3.19719106661379e-05,0.359634097467648,0.795,0.662,0.558900970354757,"LH","Tmem159"
"Ccnh",3.30509433926791e-05,0.278134254709395,0.841,0.8,0.577763541447424,"LH","Ccnh"
"Ppib1",3.37603431853327e-05,0.298817884998492,0.932,0.879,0.590164559222801,"LH","Ppib"
"Slc5a5",3.4111970836656e-05,0.296701456106637,0.574,0.398,0.596311362195583,"LH","Slc5a5"
"Rit1",3.53734976235333e-05,0.316697449173103,0.79,0.679,0.618364111956985,"LH","Rit1"
"Myh33",3.60317504322541e-05,0.314739906805372,0.358,0.202,0.629871029306234,"LH","Myh3"
"Glra31",3.61464537283823e-05,0.435227127618394,0.438,0.271,0.63187615762585,"LH","Glra3"
"Ift27",3.69181036934113e-05,0.372720240486143,0.551,0.419,0.645365370664523,"LH","Ift27"
"Tmem1092",3.76179209790034e-05,0.366005636353645,0.722,0.642,0.657598876633958,"LH","Tmem109"
"Glo11",3.79979247416262e-05,0.263119303892884,0.943,0.879,0.664241722408368,"LH","Glo1"
"Ndst12",3.84808921157416e-05,0.346638957615314,0.67,0.566,0.672684475075278,"LH","Ndst1"
"Abhd12",3.89631774658714e-05,0.263682783140171,0.983,0.971,0.681115305280898,"LH","Abhd12"
"Arhgef261",4.04496832911514e-05,0.386587181940517,0.119,0.037,0.707100913612618,"LH","Arhgef26"
"Thyn1",4.18109358782608e-05,0.301199544662211,0.847,0.718,0.730896970087877,"LH","Thyn1"
"Dync2li11",4.28531411626046e-05,0.30892646506503,0.511,0.339,0.74911576066349,"LH","Dync2li1"
"Gdap1l1",4.30363019564707e-05,0.283355952474581,0.824,0.688,0.752317594501064,"LH","Gdap1l1"
"Emc9",4.53885584898481e-05,0.299978742040118,0.801,0.683,0.793437390961035,"LH","Emc9"
"Anp32b1",4.5559222144015e-05,0.271678565803734,0.892,0.865,0.796420762299526,"LH","Anp32b"
