"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rxfp1",6.43163139640465e-08,2.08068580536619,0.7,0.314,0.00112399190283568
"C2cd2l",6.43700708053012e-08,0.98487752300858,0.95,0.943,0.00112493135739344
"Diras2",6.80606588472335e-08,-0.834158292810059,0.95,0.971,0.00118942807401425
"Sdk2",6.87543432900681e-08,-1.01793278799867,0.767,0.971,0.00120155090333723
"Zcchc12",7.01897237416004e-08,-1.27288762063219,0.1,0.657,0.00122663561210821
"Fhad1",7.04407124934488e-08,-1.19383914266113,0.067,0.6,0.00123102189153551
"Ssb",7.21452623471863e-08,-1.00813641904555,0.867,1,0.00126081060477943
"Ociad1",7.77498089259493e-08,-0.92159929569719,0.95,1,0.00135875566078989
"Sec11a",8.68341393338494e-08,-0.846491216460818,0.25,0.829,0.00151751341899835
"Ak2",9.37872041115544e-08,-0.433302953302089,0.25,0.771,0.00163902517905352
"Ntm",9.47228572635006e-08,1.25398248127676,0.967,0.829,0.00165537665353694
"Adgrb2",1.02552854622406e-07,0.815312823530135,1,1,0.00179221368738117
"Akap7",1.02771718737065e-07,-1.30342468091553,0.383,0.886,0.00179603855664895
"Ahnak",1.02849284152473e-07,-0.714896707350961,0,0.371,0.00179739408984862
"Otx1",1.02849284152476e-07,-0.874106914008974,0,0.371,0.00179739408984867
"Ywhah",1.03131383971783e-07,-0.634092010099446,1,1,0.00180232406629087
"Slc4a3",1.0531365588815e-07,1.39092590849867,0.883,0.686,0.0018404614503013
"Ccnt2",1.05480236884978e-07,1.05408421717473,0.933,0.971,0.00184337261980187
"Nebl",1.10362739370289e-07,1.48494296772964,0.7,0.229,0.00192869923323517
"Nav1",1.12802109099987e-07,1.07847667032283,1,0.857,0.00197132965863138
"Ralyl",1.17510531936736e-07,-0.833643711024926,0.883,1,0.0020536140561264
"Ncald",1.19379336766579e-07,-1.17079454458652,0.967,1,0.00208627328933273
"Myh3",1.23232418323871e-07,-1.13107762879384,0.033,0.514,0.00215360974262798
"Igfbp6",1.24315396351704e-07,2.12604533616518,0.717,0.229,0.00217253586664238
"Neto1",1.29026480352743e-07,-0.436312217104,0.35,0.857,0.00225486677064454
"Vangl2",1.35035238740809e-07,-0.871752388849077,0.033,0.514,0.00235987583223438
"Sdhb",1.36933204853864e-07,-1.13162199925448,0.883,1,0.00239304468802612
"Camk2g",1.50577772198322e-07,-0.922920587472469,0.917,0.971,0.00263149714693787
"Kifap3",1.77568340235094e-07,-0.719312520368075,0.967,1,0.00310318431394851
"Tmem108",1.87310999817551e-07,1.38392915553395,0.85,0.4,0.00327344703281151
"Osbpl3",1.9391946234052e-07,-0.909085702317056,0.083,0.6,0.00338893652386292
"Cfap36",1.9572393407487e-07,-0.831349051808634,0.85,1,0.00342047147189242
