"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pip4k2a",3.27707964324702e-38,0.497543222321755,0.821,0.68,6.35392972029165e-34,"L2/3-Rorb","Pip4k2a"
"Vat1",4.20176509612733e-38,0.541578690373356,0.581,0.336,8.14680234488127e-34,"L2/3-Rorb","Vat1"
"Rusc1",4.72929616524599e-38,0.449163503597702,0.906,0.785,9.16963233479545e-34,"L2/3-Rorb","Rusc1"
"Usp43",4.97507770408811e-38,0.427992538086164,0.219,0.062,9.64617816045644e-34,"L2/3-Rorb","Usp43"
"Tle3",7.40515169896616e-38,0.45531916596584,0.411,0.188,1.43578486291255e-33,"L2/3-Rorb","Tle3"
"Mical2",7.75987589306076e-38,0.416340333794856,0.952,0.862,1.50456233690555e-33,"L2/3-Rorb","Mical2"
"Elmo2",9.15659045297463e-38,0.503649212380484,0.801,0.641,1.77537132292725e-33,"L2/3-Rorb","Elmo2"
"Aldh3b2",1.09143808737171e-37,0.481782331954121,0.255,0.09,2.116189307605e-33,"L2/3-Rorb","Aldh3b2"
"Sema3d",1.83053172180935e-37,0.531303484289987,0.263,0.088,3.54921795541615e-33,"L2/3-Rorb","Sema3d"
"Clasp1",3.66731133535321e-37,0.434962153566593,0.906,0.812,7.11054994811633e-33,"L2/3-Rorb","Clasp1"
"Cbarp",4.23762290102086e-37,0.372469002668819,0.983,0.968,8.21632704278936e-33,"L2/3-Rorb","Cbarp"
"Timp4",5.29743818025788e-37,0.554366312371843,0.45,0.258,1.0271202887702e-32,"L2/3-Rorb","Timp4"
"Ak5",8.11520126636141e-37,0.405201886513615,0.954,0.874,1.57345637353481e-32,"L2/3-Rorb","Ak5"
"Slc22a4",1.03707652696398e-36,0.496143679557468,0.298,0.115,2.01078767813047e-32,"L2/3-Rorb","Slc22a4"
"Spred1",1.88754327085118e-36,0.408427408918484,0.97,0.925,3.65975764785336e-32,"L2/3-Rorb","Spred1"
"Dbp",2.07158609117536e-36,0.548283292954632,0.752,0.529,4.01659827217991e-32,"L2/3-Rorb","Dbp"
"Rab31",2.41363705522035e-36,0.492537765823101,0.306,0.126,4.67980088636674e-32,"L2/3-Rorb","Rab31"
"Arsb",3.02913511492075e-36,0.440008381127218,0.884,0.791,5.87319007431983e-32,"L2/3-Rorb","Arsb"
"Limch1",5.05923446097491e-36,0.526231115423892,0.512,0.276,9.80934969638425e-32,"L2/3-Rorb","Limch1"
"1110002O04Rik",5.3102221259976e-36,0.381049995562707,0.17,0.042,1.02959896800967e-31,"L2/3-Rorb","1110002O04Rik"
"Sac3d1",5.98315213559234e-36,0.5208355306889,0.591,0.453,1.16007336757e-31,"L2/3-Rorb","Sac3d1"
"Cbln4",7.99743500893372e-36,0.635250545167249,0.148,0.034,1.55062267388216e-31,"L2/3-Rorb","Cbln4"
"Mpp2",9.12298169936482e-36,0.408783367182803,0.938,0.859,1.76885492168985e-31,"L2/3-Rorb","Mpp2"
"Zfp459",1.02883832070341e-35,0.385383565287054,0.148,0.032,1.99481462001183e-31,"L2/3-Rorb","Zfp459"
"Cspp1",1.28399083801649e-35,0.462147222829395,0.871,0.741,2.48952983583018e-31,"L2/3-Rorb","Cspp1"
"Atp1a1",1.44140450589343e-35,0.455742165993475,0.981,0.941,2.79473919647678e-31,"L2/3-Rorb","Atp1a1"
"Map3k5",2.4436560099737e-35,0.496603677869653,0.707,0.495,4.73800463773801e-31,"L2/3-Rorb","Map3k5"
"Ankrd12",2.52228717967444e-35,0.347792822363536,0.994,0.978,4.89046261267076e-31,"L2/3-Rorb","Ankrd12"
"Efcab1",2.86249145871986e-35,0.489015762595603,0.264,0.095,5.55008468931195e-31,"L2/3-Rorb","Efcab1"
"Cnnm1",2.91150344911444e-35,0.434039911648865,0.868,0.755,5.64511403748799e-31,"L2/3-Rorb","Cnnm1"
"Nectin3",3.07931330456292e-35,0.28661334223543,0.343,0.146,5.97048056621704e-31,"L2/3-Rorb","Nectin3"
"Wsb2",3.3378928154042e-35,0.367618890422145,0.987,0.952,6.4718403797872e-31,"L2/3-Rorb","Wsb2"
"Golga7b",4.20396462027031e-35,0.41736607864749,0.94,0.859,8.15106700224211e-31,"L2/3-Rorb","Golga7b"
"Atad2",6.59601561800761e-35,0.526282243791109,0.434,0.219,1.2789014681755e-30,"L2/3-Rorb","Atad2"
"Tmie",7.52915218513234e-35,0.274454550719713,0.109,0.014,1.45982731717531e-30,"L2/3-Rorb","Tmie"
"Gm14285",8.44327877972805e-35,0.313472055563752,0.135,0.024,1.63706732260147e-30,"L2/3-Rorb","Gm14285"
"Apba2",8.48019604743439e-35,0.344429251098659,0.991,0.96,1.64422521163705e-30,"L2/3-Rorb","Apba2"
"Mtpn",9.67725826989458e-35,0.285390730569469,1,0.992,1.87632360594986e-30,"L2/3-Rorb","Mtpn"
"Sgsm1",1.10346991738939e-34,0.492673704248561,0.79,0.638,2.13951782282629e-30,"L2/3-Rorb","Sgsm1"
"Fst",1.20107301395744e-34,0.522325254775194,0.102,0.012,2.32876046676207e-30,"L2/3-Rorb","Fst"
"Opn3",1.27290200100749e-34,0.522923065657935,0.422,0.216,2.46802968975342e-30,"L2/3-Rorb","Opn3"
"Ogt",2.23185410485389e-34,0.286996193980404,0.994,0.99,4.32734192390121e-30,"L2/3-Rorb","Ogt"
"Cacng2",2.28011753395465e-34,0.454641492965583,0.9,0.799,4.42091988658467e-30,"L2/3-Rorb","Cacng2"
"Snx18",2.59490843516187e-34,0.536721682125363,0.386,0.209,5.03126796493535e-30,"L2/3-Rorb","Snx18"
"Dnah5",2.68667201339676e-34,0.414499089334448,0.215,0.063,5.20918836677498e-30,"L2/3-Rorb","Dnah5"
"A830009L08Rik",2.81608061696418e-34,0.497195783148293,0.345,0.146,5.46009870823185e-30,"L2/3-Rorb","A830009L08Rik"
"Mast3",3.70650017432283e-34,0.46271889699445,0.843,0.722,7.18653318799454e-30,"L2/3-Rorb","Mast3"
"Hey1",5.1570011363609e-34,0.485312763409225,0.729,0.535,9.99890950329015e-30,"L2/3-Rorb","Hey1"
"Itgav",5.81805087547727e-34,0.492007540241914,0.647,0.411,1.12806188424629e-29,"L2/3-Rorb","Itgav"
"Iqcj",6.88277281474226e-34,0.417366364939245,0.199,0.054,1.33450082105038e-29,"L2/3-Rorb","Iqcj"
"Plppr4",7.73163022616446e-34,0.309145738337234,0.999,0.992,1.49908578455103e-29,"L2/3-Rorb","Plppr4"
"2510009E07Rik",8.7103453815889e-34,0.460125201975802,0.473,0.246,1.68884886603627e-29,"L2/3-Rorb","2510009E07Rik"
"Grm3",1.16725893353917e-33,0.514549263315557,0.63,0.45,2.26319834623911e-29,"L2/3-Rorb","Grm3"
"Satb2",1.51579926591637e-33,0.383893003971664,0.913,0.771,2.93898319668524e-29,"L2/3-Rorb","Satb2"
"Atp6v1g1",1.76595966345886e-33,0.301748715012186,0.999,0.988,3.42401919148039e-29,"L2/3-Rorb","Atp6v1g1"
"Kif21b",1.86080197029978e-33,0.499634024310013,0.671,0.509,3.60790894021424e-29,"L2/3-Rorb","Kif21b"
"Baalc",1.91080821569718e-33,0.383694389809671,0.949,0.887,3.70486604941526e-29,"L2/3-Rorb","Baalc"
"Tbc1d30",2.00052635264555e-33,0.491921505917139,0.695,0.506,3.87882054514446e-29,"L2/3-Rorb","Tbc1d30"
"Hk2",2.30352848733506e-33,0.300036819088841,0.116,0.018,4.46631138409395e-29,"L2/3-Rorb","Hk2"
"Psd3",2.34034149551005e-33,0.2942132500348,0.999,0.994,4.53768812564443e-29,"L2/3-Rorb","Psd3"
"Tusc2",2.35007835486975e-33,0.354891373569765,0.972,0.918,4.55656692225695e-29,"L2/3-Rorb","Tusc2"
"Zfp281",2.38866845256639e-33,0.465281248340169,0.794,0.65,4.63138926268097e-29,"L2/3-Rorb","Zfp281"
"Ccni",2.39495800366106e-33,0.371113364663269,0.962,0.911,4.64358407329842e-29,"L2/3-Rorb","Ccni"
"Cacna1a",2.66678211449858e-33,0.380179155069614,0.972,0.931,5.1706238418013e-29,"L2/3-Rorb","Cacna1a"
"Cav2",2.9755405335371e-33,0.453705224995616,0.839,0.655,5.76927554047508e-29,"L2/3-Rorb","Cav2"
"Rgs16",3.87101225641792e-33,0.688670123803731,0.239,0.119,7.5055056639687e-29,"L2/3-Rorb","Rgs16"
"Tiam2",4.89489543281042e-33,0.480343253120763,0.714,0.515,9.49071275467612e-29,"L2/3-Rorb","Tiam2"
"Ppp1r21",5.297552561107e-33,0.447055824469835,0.8,0.668,1.02714246607304e-28,"L2/3-Rorb","Ppp1r21"
"Gm45470",5.35279582670574e-33,0.309631071536964,0.118,0.019,1.03785358283998e-28,"L2/3-Rorb","Gm45470"
"Gpr22",6.27106445744306e-33,0.441607915879926,0.907,0.805,1.21589668765364e-28,"L2/3-Rorb","Gpr22"
"Igsf9",6.59953586534824e-33,0.365997194387502,0.165,0.043,1.27958400893237e-28,"L2/3-Rorb","Igsf9"
"Sptbn1",6.78351304285339e-33,0.259266563661045,0.997,0.997,1.31525534387884e-28,"L2/3-Rorb","Sptbn1"
"Acvr2a",7.52567695026512e-33,0.500465514443563,0.687,0.506,1.45915350388691e-28,"L2/3-Rorb","Acvr2a"
"Akirin2",1.02393805628938e-32,0.365469001623024,0.985,0.953,1.98531349733948e-28,"L2/3-Rorb","Akirin2"
"Rhobtb2",1.06600298215427e-32,0.439082459016383,0.835,0.703,2.06687318209892e-28,"L2/3-Rorb","Rhobtb2"
"Sept11",1.29650972018942e-32,0.351592085353946,0.983,0.941,2.51380269647526e-28,"L2/3-Rorb","Sept11"
"Trpm4",1.52409126149467e-32,0.501881003586386,0.489,0.281,2.95506054691202e-28,"L2/3-Rorb","Trpm4"
"Cdh7",1.77783744627618e-32,0.442213357702433,0.393,0.186,3.44704902458489e-28,"L2/3-Rorb","Cdh7"
"Jam2",1.88964802878713e-32,0.404011830117992,0.134,0.027,3.66383856301537e-28,"L2/3-Rorb","Jam2"
"Homer1",3.5808065706356e-32,0.362061463127392,0.991,0.965,6.94282585980536e-28,"L2/3-Rorb","Homer1"
"Rnf11",3.96730494712809e-32,0.271056008260339,0.999,0.99,7.69220756198665e-28,"L2/3-Rorb","Rnf11"
"Kcnh3",5.30264027139439e-32,0.438059105012849,0.808,0.629,1.02812892222066e-27,"L2/3-Rorb","Kcnh3"
"Crmp1",6.76962205086868e-32,0.379302861379053,0.959,0.922,1.31256201944293e-27,"L2/3-Rorb","Crmp1"
"M5C1000I18Rik",7.02180941836458e-32,0.405950237552169,0.218,0.073,1.36145862812671e-27,"L2/3-Rorb","M5C1000I18Rik"
"Zfp365",8.11024238701079e-32,0.312086956134412,0.991,0.981,1.57249489641752e-27,"L2/3-Rorb","Zfp365"
"Arl2bp",1.1003212168878e-31,0.38332211139668,0.93,0.84,2.13341280742375e-27,"L2/3-Rorb","Arl2bp"
"Ank3",2.38226613343769e-31,0.291972833849442,0.997,0.994,4.61897580612233e-27,"L2/3-Rorb","Ank3"
"Tmcc2",3.05760277058436e-31,0.49736355877997,0.631,0.417,5.92838601188602e-27,"L2/3-Rorb","Tmcc2"
"Cirbp",3.19902981781826e-31,0.393149649092366,0.972,0.929,6.20259891376782e-27,"L2/3-Rorb","Cirbp"
"Gm15631",3.23356351454447e-31,0.492760976075515,0.48,0.267,6.26955629835027e-27,"L2/3-Rorb","Gm15631"
"Abcc8",3.6392306363278e-31,0.48037840863207,0.36,0.172,7.05610428077597e-27,"L2/3-Rorb","Abcc8"
"Ccdc88b",3.88469912385919e-31,0.357692952417894,0.165,0.041,7.53204313125058e-27,"L2/3-Rorb","Ccdc88b"
"2010300C02Rik",4.10463313607762e-31,0.378267812263681,0.914,0.807,7.9584731875409e-27,"L2/3-Rorb","2010300C02Rik"
"Fam60a",4.74301247766516e-31,0.395826651007321,0.213,0.067,9.19622689294497e-27,"L2/3-Rorb","Fam60a"
"Dusp7",4.95881224155693e-31,0.463502893355885,0.742,0.603,9.61464105515474e-27,"L2/3-Rorb","Dusp7"
"Mtch1",4.99062603090787e-31,0.295940398672461,0.997,0.99,9.67632481132726e-27,"L2/3-Rorb","Mtch1"
"Terf1",5.14775953908206e-31,0.47800666516176,0.605,0.432,9.98099097032621e-27,"L2/3-Rorb","Terf1"
"Csnk2a2",5.36143990063263e-31,0.397151977531616,0.888,0.788,1.03952958233366e-26,"L2/3-Rorb","Csnk2a2"
"Emx1",5.90657084327117e-31,0.475354942229106,0.428,0.229,1.14522502080185e-26,"L2/3-Rorb","Emx1"
"Acaca",6.20628912387012e-31,0.450951539283383,0.756,0.591,1.20333739822718e-26,"L2/3-Rorb","Acaca"
"Amotl2",6.35754464187594e-31,0.359278075664671,0.141,0.03,1.23266433061333e-26,"L2/3-Rorb","Amotl2"
"Cerkl",6.43915001265564e-31,0.266973598589281,0.102,0.014,1.2484867959538e-26,"L2/3-Rorb","Cerkl"
"Lrp8",6.81807231858681e-31,0.469702713421344,0.705,0.551,1.3219560418508e-26,"L2/3-Rorb","Lrp8"
"Arhgap21",7.44494118723511e-31,0.39954463984562,0.906,0.789,1.44349964679302e-26,"L2/3-Rorb","Arhgap21"
"Slc20a2",8.50732460544502e-31,0.486346442279608,0.485,0.303,1.64948516774973e-26,"L2/3-Rorb","Slc20a2"
"Zfp697",8.9099299550211e-31,0.465199683325055,0.684,0.495,1.72754631897904e-26,"L2/3-Rorb","Zfp697"
"Sesn3",9.93881043379628e-31,0.371268867163517,0.939,0.893,1.92703595500876e-26,"L2/3-Rorb","Sesn3"
"Rab27b",1.04214423480869e-30,0.42165180323654,0.803,0.633,2.02061345687057e-26,"L2/3-Rorb","Rab27b"
"Ppp1r14b",1.05597833350134e-30,0.488948318029265,0.566,0.368,2.04743639082575e-26,"L2/3-Rorb","Ppp1r14b"
"2810032G03Rik",1.23321353285817e-30,0.479795891344118,0.34,0.165,2.3910777188587e-26,"L2/3-Rorb","2810032G03Rik"
"Smarcd1",1.32447177992459e-30,0.355885506827575,0.956,0.904,2.56801833409578e-26,"L2/3-Rorb","Smarcd1"
"Bcar3",1.43202381563059e-30,0.44150633848119,0.28,0.114,2.77655097612615e-26,"L2/3-Rorb","Bcar3"
"Dsel",1.71999638454135e-30,0.474722124012529,0.647,0.482,3.33490098998722e-26,"L2/3-Rorb","Dsel"
"Tspan9",2.13822683767105e-30,0.297375405432788,0.149,0.035,4.1458080155604e-26,"L2/3-Rorb","Tspan9"
"Fam174b",2.16795585357158e-30,0.462411914892827,0.599,0.434,4.20344960448994e-26,"L2/3-Rorb","Fam174b"
"Snrk",3.31970745436362e-30,0.398455458085478,0.874,0.773,6.43658078326563e-26,"L2/3-Rorb","Snrk"
"Tmem47",3.65067276694362e-30,0.36790382606874,0.476,0.262,7.07828942782698e-26,"L2/3-Rorb","Tmem47"
"Mettl9",5.66125012371966e-30,0.381336904800408,0.914,0.85,1.097659786488e-25,"L2/3-Rorb","Mettl9"
"AC156026.1",7.55698196778646e-30,0.385464193686241,0.197,0.06,1.46522323373412e-25,"L2/3-Rorb","AC156026.1"
"Abr",8.03666554242386e-30,0.314131113656509,0.981,0.938,1.55822908202056e-25,"L2/3-Rorb","Abr"
"Slc26a4",8.58352249626253e-30,0.375042622683529,0.324,0.146,1.66425917680034e-25,"L2/3-Rorb","Slc26a4"
"Hook3",1.0611749632063e-29,0.370249191644834,0.946,0.893,2.0575121361607e-25,"L2/3-Rorb","Hook3"
"Ccdc88a",1.13536932826042e-29,0.355351927995843,0.97,0.926,2.20136759056412e-25,"L2/3-Rorb","Ccdc88a"
"Trak1",1.22617172707759e-29,0.436542570115908,0.819,0.689,2.37742436163073e-25,"L2/3-Rorb","Trak1"
"Hmgb1",1.23770648970258e-29,0.252777963802627,0.999,0.992,2.39978911288433e-25,"L2/3-Rorb","Hmgb1"
"Bag1",1.34876571853475e-29,0.309023364783448,0.993,0.973,2.61512185166702e-25,"L2/3-Rorb","Bag1"
"Acp1",2.04752246295417e-29,0.308077279919711,0.987,0.971,3.96994130342184e-25,"L2/3-Rorb","Acp1"
"Slitrk4",2.48177462622621e-29,0.443426825416635,0.801,0.635,4.81191282279001e-25,"L2/3-Rorb","Slitrk4"
"Kcnv1",2.71990253206333e-29,0.468950528509836,0.73,0.553,5.27361901941759e-25,"L2/3-Rorb","Kcnv1"
"Farp1",3.21861802661798e-29,0.474640926223229,0.538,0.376,6.24057849180959e-25,"L2/3-Rorb","Farp1"
"St6galnac3",3.43379012544123e-29,0.462890799594106,0.403,0.208,6.65777567421801e-25,"L2/3-Rorb","St6galnac3"
"Pten",3.60728433703079e-29,0.289656063268722,0.999,0.985,6.99416360106901e-25,"L2/3-Rorb","Pten"
"Bin1",3.86752262188335e-29,0.3574989139704,0.948,0.891,7.49873961156962e-25,"L2/3-Rorb","Bin1"
"Emsy",4.27224646481697e-29,0.386910925483343,0.89,0.761,8.28345867063362e-25,"L2/3-Rorb","Emsy"
"Pole4",4.98682983933813e-29,0.432658896460663,0.784,0.64,9.6689643754927e-25,"L2/3-Rorb","Pole4"
"Begain",5.27021750469037e-29,0.436021926163686,0.745,0.609,1.02184247198442e-24,"L2/3-Rorb","Begain"
"Anxa11",5.98974556626767e-29,0.435271401010373,0.464,0.255,1.16135176784364e-24,"L2/3-Rorb","Anxa11"
"Slitrk3",6.00202296279618e-29,0.4711723380689,0.546,0.339,1.16373223225655e-24,"L2/3-Rorb","Slitrk3"
"Kcnb1",6.76063752425899e-29,0.33924407789351,0.985,0.962,1.31082000957858e-24,"L2/3-Rorb","Kcnb1"
"Prtn3",6.81053785184592e-29,0.428191701521098,0.239,0.086,1.32049518409441e-24,"L2/3-Rorb","Prtn3"
"Nrep",7.08485359511694e-29,0.64132066702419,0.598,0.481,1.37368226355722e-24,"L2/3-Rorb","Nrep"
"4930570G19Rik",8.454377497969e-29,0.464358318777977,0.398,0.221,1.63921925308121e-24,"L2/3-Rorb","4930570G19Rik"
"Ankrd24",8.65220564329025e-29,0.435505892692652,0.743,0.6,1.67757615217755e-24,"L2/3-Rorb","Ankrd24"
"Pfdn2",9.50629183244074e-29,0.259311581719527,0.999,0.989,1.84317492339194e-24,"L2/3-Rorb","Pfdn2"
"Phyhip",1.04340704211428e-28,0.385544584183816,0.94,0.849,2.02306191395537e-24,"L2/3-Rorb","Phyhip"
"Dlgap2",1.33282510850092e-28,0.436004594801684,0.743,0.574,2.58421460287243e-24,"L2/3-Rorb","Dlgap2"
"Cbfb",1.48268334883415e-28,0.469193925816953,0.594,0.388,2.87477474505453e-24,"L2/3-Rorb","Cbfb"
"Egr3",1.53445127567298e-28,0.401141067721308,0.983,0.927,2.97514757840235e-24,"L2/3-Rorb","Egr3"
"Rnf141",1.73896002530006e-28,0.444335881586568,0.73,0.576,3.37166959305429e-24,"L2/3-Rorb","Rnf141"
"Trim44",1.80324239569747e-28,0.33626317720786,0.994,0.969,3.49630668101782e-24,"L2/3-Rorb","Trim44"
"BC005561",1.81841778489079e-28,0.361167742420045,0.952,0.876,3.52573024312475e-24,"L2/3-Rorb","BC005561"
"Dlg1",1.84499748412366e-28,0.330599896983975,0.949,0.893,3.57726562196736e-24,"L2/3-Rorb","Dlg1"
"Tshz3",2.13883755725176e-28,0.425787807524288,0.821,0.691,4.14699213975544e-24,"L2/3-Rorb","Tshz3"
"Prps2",2.22424489260628e-28,0.464973977751849,0.517,0.348,4.31258842227432e-24,"L2/3-Rorb","Prps2"
"Gm17056",2.31016108686307e-28,0.606925998815916,0.483,0.29,4.47917133131881e-24,"L2/3-Rorb","Gm17056"
"Sun1",2.61075432675985e-28,0.403599016362056,0.723,0.627,5.06199156415467e-24,"L2/3-Rorb","Sun1"
"Gm5148",3.82574626262998e-28,0.304019218388038,0.154,0.039,7.41773942861327e-24,"L2/3-Rorb","Gm5148"
"Cd302",4.37797642323155e-28,0.507422615602109,0.222,0.082,8.48845848700365e-24,"L2/3-Rorb","Cd302"
"C2cd4b",5.05663541190985e-28,0.412183781032574,0.226,0.08,9.80431040015201e-24,"L2/3-Rorb","C2cd4b"
"Clcn5",5.99117413464256e-28,0.458680596557344,0.306,0.143,1.16162875296585e-23,"L2/3-Rorb","Clcn5"
"Ankrd6",6.31571124388808e-28,0.445307690798674,0.351,0.169,1.22455325307746e-23,"L2/3-Rorb","Ankrd6"
"Hrasls",8.6801405432205e-28,0.485303981455878,0.533,0.367,1.68299244992502e-23,"L2/3-Rorb","Hrasls"
"Plcb1",1.0245170270816e-27,0.327696443904671,0.98,0.952,1.98643606380851e-23,"L2/3-Rorb","Plcb1"
"Usp2",1.06176012500176e-27,0.410768898358928,0.856,0.731,2.05864670636591e-23,"L2/3-Rorb","Usp2"
"Dnajb5",1.46962724846966e-27,0.455378022120299,0.7,0.534,2.84946027205783e-23,"L2/3-Rorb","Dnajb5"
"Foxn2",1.48095788205325e-27,0.40640778129532,0.261,0.106,2.87142923751305e-23,"L2/3-Rorb","Foxn2"
"Atp8a1",1.57004737946692e-27,0.292560160339351,0.99,0.975,3.04416486404841e-23,"L2/3-Rorb","Atp8a1"
"Fstl4",2.59172998366839e-27,0.381753512295937,0.206,0.069,5.02510526533463e-23,"L2/3-Rorb","Fstl4"
"Ifrd1",3.14562914951832e-27,0.521695071517722,0.688,0.531,6.09906035800107e-23,"L2/3-Rorb","Ifrd1"
"Phldb1",3.62838000919817e-27,0.427141667790923,0.327,0.159,7.03506599983433e-23,"L2/3-Rorb","Phldb1"
"Scrn1",5.0608683636833e-27,0.313169692317994,0.984,0.942,9.81251767034555e-23,"L2/3-Rorb","Scrn1"
"Clec18a",5.96319569011085e-27,0.387763022704863,0.171,0.05,1.15620401235559e-22,"L2/3-Rorb","Clec18a"
"Nexmif",6.16563252201543e-27,0.413907480781997,0.832,0.75,1.19545448969357e-22,"L2/3-Rorb","Nexmif"
"Tle6",6.61431549350521e-27,0.32562047121415,0.123,0.028,1.28244963103573e-22,"L2/3-Rorb","Tle6"
"Pou3f3",7.70056583251678e-27,0.341156249616765,0.585,0.371,1.49306270926668e-22,"L2/3-Rorb","Pou3f3"
"Prickle2",7.9180974801912e-27,0.372458122209553,0.898,0.797,1.53523992043427e-22,"L2/3-Rorb","Prickle2"
"Adamtsl2",8.35348316682078e-27,0.452663475440013,0.343,0.168,1.61965685121488e-22,"L2/3-Rorb","Adamtsl2"
"Enkur",8.83785649675848e-27,0.358399026917751,0.209,0.073,1.7135719961565e-22,"L2/3-Rorb","Enkur"
"Ngb",8.9546994681804e-27,0.369774048279203,0.241,0.096,1.7362266798855e-22,"L2/3-Rorb","Ngb"
"Abcd2",9.16404132483165e-27,0.422750604494474,0.228,0.087,1.77681597247161e-22,"L2/3-Rorb","Abcd2"
"Ccdc148",1.1985543927372e-26,0.461860088744947,0.567,0.395,2.32387711207817e-22,"L2/3-Rorb","Ccdc148"
"Serf1",1.28670562916563e-26,0.369757175470895,0.852,0.74,2.49479354438925e-22,"L2/3-Rorb","Serf1"
"Mcc",1.30263276246163e-26,0.489936909480026,0.373,0.195,2.52567466313685e-22,"L2/3-Rorb","Mcc"
"Arntl",1.31519007720768e-26,0.458988192116083,0.572,0.403,2.55002204069797e-22,"L2/3-Rorb","Arntl"
"Per2",1.33674636989482e-26,0.472455601223985,0.417,0.245,2.59181753658907e-22,"L2/3-Rorb","Per2"
"Rrad",1.35022681978328e-26,0.314042486131657,0.107,0.02,2.6179547808778e-22,"L2/3-Rorb","Rrad"
"Emid1",1.6852617316585e-26,0.30237901050678,0.12,0.028,3.26755397151266e-22,"L2/3-Rorb","Emid1"
"Tpd52",1.75005592311191e-26,0.319476453931772,0.959,0.935,3.39318342932169e-22,"L2/3-Rorb","Tpd52"
"9930021J03Rik",2.2714788129677e-26,0.384080583807596,0.874,0.777,4.40417027046308e-22,"L2/3-Rorb","9930021J03Rik"
"Gng5",2.4924053157994e-26,0.363608215604288,0.209,0.073,4.83252466680346e-22,"L2/3-Rorb","Gng5"
"Prr16",2.81042168056855e-26,0.393839765771722,0.238,0.096,5.44912659645435e-22,"L2/3-Rorb","Prr16"
"Tcof1",3.51957830745059e-26,0.455685051804574,0.447,0.266,6.82411038031595e-22,"L2/3-Rorb","Tcof1"
"Galnt3",3.86295163639804e-26,0.268900773536436,0.134,0.032,7.48987692781216e-22,"L2/3-Rorb","Galnt3"
"5033430I15Rik",4.08880218703576e-26,0.364151305490924,0.203,0.079,7.92777856044363e-22,"L2/3-Rorb","5033430I15Rik"
"Ybx2",4.73271852561049e-26,0.297191450162746,0.139,0.036,9.17626794930618e-22,"L2/3-Rorb","Ybx2"
"Smoc2",6.93104253959312e-26,0.363069231178435,0.324,0.154,1.34385983800171e-21,"L2/3-Rorb","Smoc2"
"Tcf12",7.0911319180862e-26,0.404267578951841,0.684,0.485,1.37489956759773e-21,"L2/3-Rorb","Tcf12"
"Rtl4",7.31588525970864e-26,0.311503554282985,0.17,0.051,1.41847699300491e-21,"L2/3-Rorb","Rtl4"
"Rimklb",8.36054403701747e-26,0.42636709867385,0.581,0.376,1.62102588333732e-21,"L2/3-Rorb","Rimklb"
"1700025G04Rik",9.0421580549173e-26,0.356189744637053,0.884,0.824,1.75318402526792e-21,"L2/3-Rorb","1700025G04Rik"
"Vwa5b2",9.63927780236965e-26,0.462316875006689,0.509,0.346,1.86895957310145e-21,"L2/3-Rorb","Vwa5b2"
"Plch1",9.76957500527948e-26,0.397204724981033,0.254,0.104,1.89422289777364e-21,"L2/3-Rorb","Plch1"
"Stau2",9.97366105366876e-26,0.308900323618011,0.974,0.924,1.93379314169584e-21,"L2/3-Rorb","Stau2"
"Gm3510",1.00078281543861e-25,0.372539683852979,0.181,0.065,1.94041780085392e-21,"L2/3-Rorb","Gm3510"
"Tmtc2",1.04466502209118e-25,0.281478999955947,0.115,0.024,2.02550101133259e-21,"L2/3-Rorb","Tmtc2"
"Lzts1",1.05551577982357e-25,0.379601060726164,0.893,0.81,2.04653954549992e-21,"L2/3-Rorb","Lzts1"
"Fbxo11",1.12124931720072e-25,0.335351162509289,0.923,0.869,2.17399030112047e-21,"L2/3-Rorb","Fbxo11"
"Lgi3",1.14289906824621e-25,0.435931213853269,0.446,0.25,2.21596700342257e-21,"L2/3-Rorb","Lgi3"
"Scn9a",1.18600110007969e-25,0.359703219795037,0.2,0.07,2.2995375329445e-21,"L2/3-Rorb","Scn9a"
"Cpxm2",1.31082723025261e-25,0.323678714309998,0.171,0.054,2.54156291673679e-21,"L2/3-Rorb","Cpxm2"
"Dnajc13",1.31624694839882e-25,0.419681010500719,0.721,0.564,2.55207120825047e-21,"L2/3-Rorb","Dnajc13"
"Zc2hc1a",1.42670571254474e-25,0.310944280985234,0.97,0.922,2.76623970605299e-21,"L2/3-Rorb","Zc2hc1a"
"Clip1",1.48049701819239e-25,0.310654943905689,0.952,0.912,2.87053566857323e-21,"L2/3-Rorb","Clip1"
"Kcnj9",1.75790393214323e-25,0.365723140203337,0.917,0.838,3.40839993403252e-21,"L2/3-Rorb","Kcnj9"
"Grhl1",1.81784123463553e-25,0.42836113378537,0.466,0.273,3.52461236983483e-21,"L2/3-Rorb","Grhl1"
"Epha10",2.00219870161321e-25,0.497602573770751,0.447,0.271,3.88206306255785e-21,"L2/3-Rorb","Epha10"
"Ppp4r2",2.62342459749273e-25,0.33404950668185,0.923,0.847,5.08655795207866e-21,"L2/3-Rorb","Ppp4r2"
"Sorcs1",2.67135010955259e-25,0.47322499674026,0.562,0.378,5.17948072741151e-21,"L2/3-Rorb","Sorcs1"
"Otud1",2.78805914422485e-25,0.486669879798617,0.692,0.525,5.40576787473756e-21,"L2/3-Rorb","Otud1"
"Hlf",3.82923289711847e-25,0.316349153642582,0.98,0.922,7.42449966422301e-21,"L2/3-Rorb","Hlf"
