index,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
Thoc1,0.0,0.27454025,0,0.31620455,0.39732906,0.79582536,False,3451
Usp14,0.0,1.8170829,0,5.4814506,5.7888045,0.94690543,False,9122
Rock1,0.0,0.64291424,0,0.8956258,1.1565034,0.77442557,False,4791
Greb1l,0.0,0.06946992,0,0.08656599,0.09215311,0.93937135,False,1114
Esco1,0.0,0.33775458,0,0.42820245,0.5058708,0.846466,False,3909
Snrpd1,0.0,2.4276845,0,7.318912,9.514856,0.76920885,False,9258
Abhd3,0.0,0.13818729,0,0.18598333,0.18770252,0.9908409,False,1065
4930563E18Rik,0.0,0.0005644137,0,0.0005641217,0.00059204,0.95284384,False,8
Mib1,0.0,1.4723673,0,3.8098314,4.0611124,0.9381251,False,8682
Rbbp8,0.0,0.04647006,0,0.050521523,0.059702702,0.84621835,False,571
Gm6277,0.0,0.032735996,0,0.035240628,0.040928405,0.86103106,False,353
Cables1,0.0,0.11739805,0,0.12836193,0.1592793,0.80589205,False,1069
Tmem241,0.0,0.0687644,0,0.07147067,0.091162816,0.7839893,False,979
Riok3,0.0,0.5201072,0,0.72100914,0.8723859,0.82647955,False,5395
3110002H16Rik,0.0,0.11998495,0,0.13372147,0.16282675,0.82125,False,1646
Npc1,0.0,0.5488923,0,0.7995497,0.93625575,0.8539864,False,3479
Gm15956,0.0,0.019895583,0,0.020817693,0.02425961,0.8581215,False,350
Ankrd29,0.0,0.18870232,0,0.2652364,0.26013058,1.0196279,False,2354
Lama3,0.0,0.008560275,0,0.00999257,0.0100995805,0.9894044,False,44
Ttc39c,0.0,0.13621184,0,0.1618782,0.18495536,0.87522846,False,1953
Cabyr,0.0,0.002069517,0,0.0021594046,0.0022750008,0.94918853,False,28
Osbpl1a,0.0,3.6240535,0,21.38909,19.090097,1.1204286,False,9589
Impact,0.0,5.875923,0,52.225903,44.521553,1.1730477,False,9735
Hrh4,0.0,0.0010347585,0,0.0010337364,0.0011061648,0.934523,False,17
Zfp521,0.0,0.022717653,0,0.02596554,0.02784399,0.93253666,False,75
Ss18,0.0,0.23394948,0,0.26285678,0.3309576,0.79423106,False,1827
Psma8,0.0,0.0073373783,0,0.007848324,0.0085881995,0.9138497,False,3
Taf4b,0.0,0.05432482,0,0.06050117,0.07076294,0.8549838,False,868
Kctd1,1.0,0.8268661,1,2.5949998,1.6460881,1.5764647,True,6142
Aqp4,1.0,0.0793942,1,0.31467462,0.1061068,2.9656405,True,83
Chst9,0.0,0.009500965,0,0.011292606,0.011267387,1.0022382,False,182
Gm10036,0.0,0.011899723,0,0.012040893,0.014251504,0.8448857,False,165
Cdh2,0.0,2.1259584,0,8.129665,7.5780473,1.0727916,False,9038
Gm15485,0.0,0.0005644137,0,0.0005641217,0.00059204,0.95284384,False,11
Gm15328,0.0,0.033347443,0,0.036093917,0.041742183,0.86468685,False,617
Dsc3,0.0,0.00051737926,0,0.00061120925,0.0005412659,1.1292218,False,6
Dsc2,0.0,0.019519309,0,0.021114746,0.0237881,0.88761795,False,360
Dsg2,0.0,0.03823903,0,0.043175526,0.048381615,0.89239526,False,692
Gm10269,0.0,0.031089788,0,0.032946832,0.038749304,0.85025615,False,534
B4galt6,0.0,2.3859649,0,9.448296,9.234884,1.0231093,False,9370
Trappc8,0.0,0.44739193,0,0.56982166,0.7173274,0.79436755,False,4931
Rnf125,0.0,0.039038617,0,0.061975446,0.049480792,1.2525152,False,57
Rnf138,0.0,0.3243027,0,0.3608153,0.48196104,0.74863994,False,3613
Garem1,0.0,0.19937915,0,0.26339754,0.27651212,0.9525715,False,2860
Klhl14,1.0,0.008042895,1,0.013246692,0.009458853,1.4004544,True,27
4930426D05Rik,0.0,0.0070551713,0,0.010298294,0.0082412595,1.2496018,False,27
Asxl3,0.0,0.20892714,0,0.27817243,0.29137263,0.95469654,False,2740
Nol4,0.0,1.9306712,0,8.596604,6.4238877,1.3382245,False,8951
Dtna,0.0,1.7613941,0,5.4815874,5.488443,0.9987509,False,8652
Gm15972,0.0,0.0038097927,0,0.0037954566,0.0043152054,0.87955415,False,42
Mapre2,0.0,2.373877,0,8.72639,9.154488,0.9532363,False,9314
Zfp397,0.0,0.5085838,0,0.67195123,0.8471102,0.7932277,False,5127
Zfp35,0.0,0.13973942,0,0.15822361,0.1898781,0.83329046,False,2075
Zfp24,0.0,0.39965194,0,0.49403375,0.6217371,0.7946023,False,4075
Ino80c,0.0,0.19246508,0,0.22796015,0.2658682,0.85741794,False,2545
Galnt1,0.0,0.7523165,0,1.0651786,1.4372978,0.7410981,False,6435
2700062C07Rik,0.0,0.2577019,0,0.30240127,0.36963692,0.8181036,False,3534
Rprd1a,0.0,1.3409529,0,3.8903778,3.4820988,1.1172508,False,8344
Slc39a6,0.0,0.61934996,0,1.1575917,1.0991628,1.0531576,False,5636
Elp2,0.0,0.33018202,0,0.4154338,0.49236685,0.8437485,False,4166
Mocos,0.0,0.015145102,0,0.015857162,0.018324358,0.8653598,False,225
Fhod3,0.0,0.28836837,0,0.54463845,0.42013648,1.296337,False,3601
Tpgs2,0.0,0.63378954,0,1.0385083,1.134209,0.9156233,False,6326
AW554918,0.0,0.12713419,0,0.13778722,0.17254266,0.798569,False,1733
Celf4,1.0,13.269695,1,283.56113,192.06381,1.4763902,True,9891
Gm3227,0.0,0.010253516,0,0.010242932,0.012202631,0.83940357,False,196
Pik3c3,0.0,0.28206575,0,0.34870422,0.40970537,0.8511097,False,3626
Rit2,0.0,1.4429237,0,3.9196608,3.928005,0.99787575,False,8574
Syt4,1.0,7.5055265,1,120.90069,68.76539,1.7581619,True,9816
Gm26658,0.0,0.00945393,0,0.009647214,0.011208946,0.8606709,False,168
Slc25a46,0.0,1.3064766,0,3.0185795,3.337034,0.90456957,False,8489
B930094E09Rik,0.0,0.0015521377,0,0.0015498014,0.0016846261,0.91996765,False,19
Sap130,0.0,0.12967405,0,0.1432497,0.17599258,0.81395304,False,1955
Ammecr1l,0.0,0.36423498,0,0.44775936,0.55415803,0.80799943,False,4010
Gm26533,0.0,0.007196275,0,0.0073329713,0.008414621,0.8714559,False,121
Polr2d,0.0,0.2705423,0,0.32172346,0.3907687,0.8233091,False,3476
Wdr33,0.0,0.31602463,0,0.37900424,0.46741387,0.8108537,False,3864
Gm26823,0.0,0.002869103,0,0.002861006,0.0032052242,0.8926071,False,45
Sft2d3,0.0,0.22515404,0,0.25903988,0.31690797,0.8173978,False,2569
Lims2,1.0,0.23964065,1,0.82605976,0.34013057,2.428655,True,215
Gpr17,1.0,0.4039321,1,4.4000487,0.6301186,6.9828897,True,136
Iws1,0.0,0.43958423,0,0.5863427,0.7013908,0.8359715,False,4608
Gm26717,0.0,0.00032924133,0,0.0003291484,0.0003398842,0.9684134,False,7
Map3k2,0.0,0.4787169,0,0.62698114,0.782757,0.8009908,False,4939
Ercc3,0.0,0.16320963,0,0.18051094,0.22281398,0.8101419,False,2303
A830052D11Rik,0.0,0.02323503,0,0.024201406,0.028509827,0.84887946,False,332
Bin1,0.0,2.6031232,0,10.980299,10.734055,1.0229405,False,8759
Gypc,0.0,0.020977376,0,0.026935281,0.025622293,1.051244,False,242
Tslp,0.0,0.0097361365,0,0.013216586,0.011559629,1.14334,False,54
Wdr36,0.0,0.14792342,0,0.16527662,0.2014366,0.8204895,False,2134
2310026I22Rik,0.0,0.0018343446,0,0.0019251392,0.0020050327,0.96015346,False,36
Camk4,1.0,2.6051455,1,17.89982,10.7485,1.6653321,True,9023
Stard4,0.0,0.386059,0,0.64822334,0.5954085,1.0887035,False,4456
Nrep,1.0,0.5559946,1,1.554308,0.95218194,1.6323645,True,4742
Epb41l4aos,0.0,0.30807582,0,0.38457683,0.45354602,0.8479335,False,3730
Epb41l4a,0.0,0.019566342,0,0.030379135,0.023846982,1.2739195,False,63
Apc,0.0,1.553831,0,3.948525,4.4398794,0.8893316,False,8345
Srp19,0.0,1.8336861,0,4.9724326,5.879797,0.84568095,False,9059
Reep5,0.0,5.7281876,0,39.67988,42.56256,0.93227184,False,9741
Pkd2l2,0.0,0.0045623444,0,0.0046358164,0.005213375,0.88921595,False,66
Fam13b,0.0,0.28869763,0,0.40790093,0.4206838,0.9696141,False,3595
Nme5,0.0,0.21203142,0,0.27583078,0.29623216,0.9311304,False,3293
4933408B17Rik,0.0,0.049950615,0,0.05385477,0.06455995,0.8341823,False,788
Brd8,0.0,0.9462396,0,1.4672414,2.009897,0.73000824,False,7331
Kif20a,0.0,0.0019284135,0,0.0019247853,0.0021126706,0.91106737,False,29
Cdc23,0.0,0.37796906,0,0.46908,0.5799626,0.8088108,False,4376
Cdc25c,1.0,0.003762758,1,0.0061006104,0.004259369,1.4322804,True,49
Gm3550,0.0,0.0032453788,0,0.0039875857,0.0036472494,1.0933131,False,43
Fam53c,0.0,0.4828089,0,0.72986674,0.7914676,0.9221688,False,5421
Kdm3b,0.0,0.21875735,0,0.26075068,0.30679163,0.8499276,False,2582
Gm26538,0.0,0.004139034,0,0.004310243,0.0047067897,0.91575,False,60
Reep2,0.0,1.0721039,0,2.4893916,2.4360812,1.0218836,False,8176
Egr1,0.0,14.085367,0,262.7156,214.1242,1.226931,False,9805
Etf1,0.0,0.6934293,0,1.0984842,1.2824577,0.8565461,False,6427
Hspa9,0.0,1.2803255,0,2.58576,3.2290487,0.8007808,False,8104
Ctnna1,0.0,0.45830393,0,0.71779335,0.7398573,0.970178,False,3696
Lrrtm2,0.0,2.0866845,0,9.535524,7.340232,1.2990767,False,8720
Sil1,0.0,0.18395184,0,0.22283934,0.25295326,0.8809507,False,2268
Gm28285,0.0,0.0047975164,0,0.004774725,0.0054962607,0.86872244,False,81
Matr3,0.0,6.455482,0,42.7834,52.592422,0.81348985,False,9841
Paip2,0.0,3.8901744,0,16.031822,21.595407,0.74237186,False,9577
Slc23a1,0.0,0.0051737926,0,0.0052413396,0.005950556,0.8808151,False,83
Mzb1,1.0,0.019613376,1,1.4751092,0.023905879,5.949533,True,16
Prob1,0.0,0.022200273,0,0.022837322,0.027179351,0.8402453,False,298
Spata24,0.0,0.073279716,0,0.07647367,0.09750322,0.7843194,False,1083
Dnajc18,0.0,0.6887258,0,1.0911565,1.2705083,0.8588346,False,6404
1700066B19Rik,0.0,0.004233103,0,0.0043094554,0.0048190365,0.89425665,False,38
Ecscr,1.0,0.1945346,1,0.38068697,0.2690414,1.4149754,True,82
Tmem173,0.0,0.11960867,0,0.20220298,0.16231243,1.2457639,False,64
Ube2d2a,0.0,3.111707,0,10.600268,14.637255,0.72419786,False,9557
Cxxc5,0.0,1.4314002,0,3.7057948,3.876419,0.955984,False,8378
Gm29417,0.0,0.0042801374,0,0.0043560914,0.0048752343,0.89351434,False,67
Psd2,0.0,0.11847985,0,0.14932029,0.16076626,0.9288036,False,1457
Nrg2,0.0,0.18437515,0,0.20927796,0.25358954,0.8252626,False,2762
Pura,0.0,6.275763,0,44.06624,50.024128,0.88089967,False,9744
Igip,0.0,1.6361883,0,4.827889,4.8419147,0.9971033,False,8884
Cystm1,0.0,1.9730022,0,4.963805,6.6677585,0.7444489,False,9040
Pfdn1,0.0,2.2290578,0,6.6125345,8.216769,0.80476093,False,9283
Hbegf,1.0,0.12840413,1,0.24080229,0.17426647,1.3818051,True,234
Ankhd1,0.0,0.5643197,0,0.78265727,0.97096044,0.806065,False,5625
Sra1,0.0,1.1612812,0,2.197929,2.761364,0.7959576,False,8207
Slc35a4,0.0,0.32721886,0,0.37312034,0.48711416,0.7659813,False,3647
Cd14,1.0,0.17233433,1,0.52947164,0.23580599,2.2453697,True,98
Tmco6,0.0,0.07948826,0,0.08417991,0.1062394,0.79236054,False,1173
Ndufa2,0.0,4.7920604,0,23.330841,31.088943,0.75045466,False,9643
Ik,0.0,0.88170826,0,1.535442,1.8082101,0.8491502,False,6866
Wdr55,0.0,0.07643102,0,0.07943554,0.10193398,0.7792842,False,1148
Dnd1,0.0,0.02290579,0,0.023793269,0.028085995,0.8471577,False,388
Hars,0.0,0.9196651,0,1.9303287,1.9253583,1.0025816,False,7267
Hars2,0.0,0.20770425,0,0.2346556,0.28946134,0.81066304,False,2814
Zmat2,0.0,3.8879168,0,20.094446,21.573599,0.9314369,False,9620
Pcdha1,0.0,0.0023517238,0,0.0025344503,0.0026019528,0.97405696,False,39
Gm37751,0.0,0.0032924134,0,0.003375801,0.0037027132,0.91171014,False,61
Pcdha2,0.0,0.002069517,0,0.0021594046,0.0022750008,0.94918853,False,36
Pcdha3,0.0,0.0035275856,0,0.003985674,0.003980619,1.0012699,False,52
Pcdha4,0.0,0.018719722,0,0.020251624,0.022789165,0.8886515,False,297
Gm38225,0.0,0.00047034476,0,0.00047014566,0.0004906499,0.95821005,False,8
Pcdha5,0.0,0.017731998,0,0.019582082,0.021558499,0.908323,False,307
Pcdha6,0.0,0.004233103,0,0.0043094554,0.0048190365,0.89425665,False,68
Pcdha7,0.0,0.003950896,0,0.0041236184,0.004482865,0.9198622,False,67
Pcdha8,0.0,0.0048915856,0,0.0049619605,0.005609657,0.88453895,False,83
Pcdha9,0.0,0.016226895,0,0.016528774,0.019681849,0.83979785,False,279
Pcdha11,0.0,0.009500965,0,0.009881506,0.011267387,0.8770006,False,161
Gm10545,0.0,0.0069611026,0,0.007477411,0.008125814,0.9202045,False,131
Pcdha11.1,0.0,0.07633696,0,0.08848096,0.10180163,0.8691507,False,1193
Pcdha12,0.0,0.015051032,0,0.015389636,0.018205725,0.84531856,False,267
Pcdhac1,0.0,0.0025398617,0,0.00253353,0.0028209728,0.8981051,False,43
Pcdhac2,0.0,0.03584027,0,0.038320307,0.04510237,0.8496295,False,640
Pcdhb2,0.0,0.0068670334,0,0.0074787117,0.008010477,0.93361634,False,64
Pcdhb3,0.0,0.043224685,0,0.06308921,0.055247948,1.1419284,False,495
Pcdhb4,0.0,0.01975448,0,0.024821408,0.024082666,1.0306752,False,257
Pcdhb5,0.0,0.045952685,0,0.07018364,0.058989976,1.1897553,False,598
Pcdhb6,0.0,0.020789238,0,0.030894222,0.025384434,1.2170539,False,222
Pcdhb7,1.0,0.12633461,1,0.28639066,0.17145796,1.6703258,True,1197
Pcdhb8,1.0,0.023187997,1,0.044006035,0.028449254,1.5468256,True,258
Pcdhb9,0.0,0.08428578,0,0.13362935,0.113013856,1.1824156,False,793
Pcdhb10,0.0,0.011288274,0,0.011913961,0.013489693,0.8831899,False,129
Pcdhb11,0.0,0.039038617,0,0.056613263,0.049480792,1.1441463,False,511
Pcdhb12,0.0,0.040073372,0,0.053050682,0.05090578,1.0421348,False,598
Pcdhb13,0.0,0.045341235,0,0.07574276,0.058151435,1.3025088,False,602
Pcdhb14,0.0,0.11401157,0,0.17665268,0.15458243,1.1427734,False,1329
Pcdhb15,0.0,0.01608579,0,0.018179618,0.019505372,0.9320313,False,248
Pcdhb16,0.0,0.07723061,0,0.10861652,0.10305928,1.0539229,False,961
Pcdhb17,0.0,0.17990687,0,0.31593868,0.24690849,1.2795781,False,2053
Pcdhb18,0.0,0.03950896,0,0.055259287,0.05012824,1.1023585,False,473
Pcdhb19,0.0,0.09797282,0,0.14708008,0.13211884,1.1132408,False,1273
Pcdhb20,0.0,0.13235502,0,0.19593382,0.17964897,1.0906482,False,1706
Pcdhb21,0.0,0.076713234,0,0.098207,0.10233109,0.95969856,False,1093
Pcdhb22,0.0,0.12257185,0,0.20981081,0.16635118,1.2612522,False,1491
Slc25a2,0.0,0.0037157235,0,0.003702091,0.0042035594,0.8807039,False,58
Taf7,0.0,0.48614836,0,0.74916136,0.79860234,0.9380906,False,4489
3222401L13Rik,0.0,0.12097267,0,0.1720065,0.16417457,1.0477048,False,167
Pcdhga1,0.0,0.0036686892,0,0.003749475,0.0041477783,0.9039719,False,32
Pcdhga2,0.0,0.015709516,0,0.016968628,0.019034004,0.8914902,False,199
Pcdhga3,0.0,0.007431447,0,0.007941008,0.008704033,0.9123367,False,98
Pcdhgb1,0.0,0.0032453788,0,0.0032349986,0.0036472494,0.8869694,False,40
Pcdhga4,0.0,0.002869103,0,0.0030491527,0.0032052242,0.9513071,False,27
Pcdhgb2,0.0,0.007008137,0,0.0070534237,0.008183524,0.86190546,False,59
Pcdhga5,0.0,0.028173652,0,0.03142634,0.034918077,0.900002,False,376
Pcdhga6,0.0,0.031795304,0,0.033325795,0.03968174,0.83982694,False,364
Gm37165,0.0,0.0024457928,0,0.0029102925,0.0027113934,1.0733567,False,35
Pcdhga7,0.0,0.020930342,0,0.022186548,0.02556279,0.86792356,False,233
Pcdhgb4,0.0,0.043224685,0,0.04568563,0.055247948,0.82692,False,514
Pcdhga8,0.0,0.010347585,0,0.010523214,0.012319563,0.8541873,False,134
Pcdhgb5,0.0,0.020365927,0,0.021269122,0.024850653,0.85587776,False,222
Pcdhga9,0.0,0.028643996,0,0.029518148,0.035533566,0.83071166,False,344
Pcdhgb6,0.0,0.0087013785,0,0.008814217,0.010274565,0.85786766,False,105
Pcdhga10,0.0,0.018860824,0,0.019070406,0.022965206,0.8304042,False,235
Pcdhgb7,0.0,0.007713654,0,0.007842661,0.009052028,0.86639816,False,86
Pcdhga11,0.0,0.015003998,0,0.01553216,0.018146364,0.85593784,False,192
Pcdhga12,0.0,0.2413339,0,0.28178343,0.3428717,0.8218335,False,3061
BC037039,0.0,0.011758619,0,0.012279415,0.014075592,0.87239057,False,100
Pcdhgc3,0.0,0.015003998,0,0.015720308,0.018146364,0.8663061,False,90
Pcdhgc4,0.0,0.16245708,0,0.17972122,0.22175567,0.81044704,False,2018
Pcdhgc5,0.0,0.17943652,0,0.22448023,0.24620995,0.9117431,False,2619
Gm29994,0.0,0.008560275,0,0.008581469,0.0100995805,0.84968567,False,111
Diaph1,0.0,0.40905884,0,0.58811927,0.6402118,0.91863227,False,4719
Hdac3,0.0,0.6196792,0,0.92825615,1.0999562,0.8439029,False,6203
Rell2,0.0,0.6989794,0,1.4297962,1.2966273,1.102704,False,6610
Fchsd1,0.0,0.054136682,0,0.058922328,0.07049498,0.8358372,False,860
Arap3,0.0,0.11716288,0,0.18208595,0.15895529,1.1455168,False,349
Pcdh1,0.0,0.49734256,0,0.8113405,0.822684,0.98621166,False,5378
1700086O06Rik,0.0,0.14613612,0,0.16994144,0.19892612,0.85429424,False,2405
0610009O20Rik,0.0,0.19961432,0,0.21988885,0.27687612,0.7941777,False,2433
Pcdh12,0.0,0.006819999,0,0.0074323188,0.007952849,0.9345479,False,8
Rnf14,0.0,3.9730022,0,24.002375,22.402348,1.0714223,False,9616
Gnpda1,0.0,0.21969804,0,0.25412938,0.3082738,0.8243626,False,2819
Ndfip1,0.0,0.41169277,0,0.6068416,0.6454194,0.9402284,False,4199
Spry4,0.0,0.13211985,0,0.19331492,0.17932738,1.0780001,False,651
Arhgap26,0.0,1.5098066,0,4.8075824,4.232986,1.1357425,False,8810
Fgf1,1.0,0.080240816,1,0.20183957,0.10730047,1.8810688,True,82
Gm15337,0.0,0.016791308,0,0.017921237,0.020386532,0.8790724,False,327
Nr3c1,0.0,1.9662292,0,5.446743,6.62849,0.82171696,False,8746
Yipf5,0.0,0.83744884,0,1.3039616,1.6767614,0.77766675,False,6946
2900055J20Rik,1.0,1.0447298,1,3.8978581,2.3399503,1.6657867,True,6407
Kctd16,0.0,0.026950754,0,0.030458948,0.033322126,0.91407573,False,408
Prelid2,0.0,0.010582757,0,0.010565328,0.0126119405,0.83772427,False,35
Plac8l1,0.0,0.0006114482,0,0.0006111031,0.0006429686,0.95044005,False,12
Lars,0.0,0.37063166,0,0.46591827,0.56610876,0.823019,False,4139
Rbm27,0.0,0.71181977,0,1.2798363,1.329716,0.9624885,False,6526
Tcerg1,0.0,0.69813275,0,1.1943846,1.2944609,0.92268884,False,6542
Gpr151,0.0,0.0014580687,0,0.0014560113,0.0015784804,0.92241335,False,23
Ppp2r2b,0.0,2.4277785,0,9.535012,9.5154915,1.0020514,False,9380
Stk32a,0.0,0.02836179,0,0.038283058,0.035164163,1.0886954,False,30
Dpysl3,0.0,0.5748554,0,1.0285097,0.99491876,1.0337626,False,5458
Eif3j2,0.0,0.0122759985,0,0.012314015,0.014720973,0.8364947,False,169
Jakmip2,0.0,0.6278632,0,1.0535115,1.1197838,0.9408169,False,6555
Dcp2,0.0,0.4647947,0,0.7095437,0.753395,0.94179505,False,5249
Mcc,0.0,0.21490052,0,0.32771024,0.30073172,1.0897095,False,2050
A930012L18Rik,0.0,0.05705282,0,0.061232124,0.07465062,0.8202493,False,1025
Ythdc2,0.0,0.66817176,0,1.0499507,1.2188689,0.861414,False,6569
Kcnn2,0.0,0.4826678,0,1.0662682,0.79116666,1.3477165,False,4797
A330093E20Rik,0.0,0.0023517238,0,0.0023463035,0.0026019528,0.90174717,False,36
Trim36,0.0,0.039461926,0,0.047125656,0.050063472,0.94131815,False,121
Pggt1b,0.0,0.10728564,0,0.113747954,0.14510156,0.7839195,False,1232
Ccdc112,0.0,0.37594658,0,0.536221,0.5761288,0.9307312,False,4702
Fem1c,0.0,0.38972768,0,0.48987377,0.6024695,0.8131097,False,4440
Ticam2,0.0,0.01754386,0,0.018083544,0.021324215,0.84802854,False,193
Tmed7,0.0,1.4356333,0,2.381334,3.8953352,0.61132973,False,8398
Eif1a,0.0,1.2771741,0,2.9256637,3.2161586,0.9096765,False,8497
Cdo1,0.0,0.48605427,0,0.9690082,0.79840106,1.2136861,False,4152
Atg12,0.0,0.7896618,0,1.3801208,1.5403762,0.8959635,False,7128
Ap3s1,0.0,1.8332628,0,5.003571,5.877469,0.8513138,False,9142
Commd10,0.0,0.24354452,0,0.2837689,0.34645846,0.819056,False,3139
Sema6a,1.0,0.36009595,1,1.4890454,0.54648876,2.7247503,True,944
Eno1b,0.0,0.02511641,0,0.025897829,0.030939637,0.8370437,False,442
Dtwd2,0.0,0.06354358,0,0.06665817,0.08383506,0.7951109,False,968
Dmxl1,0.0,0.97116786,0,1.7408903,2.0909941,0.8325658,False,7463
Tnfaip8,0.0,0.111565776,0,0.16356379,0.15113977,1.0822022,False,158
Hsd17b4,0.0,0.2739288,0,0.30228782,0.3963255,0.7627261,False,2314
Prr16,0.0,0.059827853,0,0.06970362,0.07859626,0.88685673,False,1040
Gm4950,0.0,0.024222756,0,0.02542452,0.029783776,0.8536365,False,391
Srfbp1,0.0,0.06566013,0,0.066525795,0.08680604,0.766373,False,899
Sncaip,0.0,0.025069376,0,0.028769428,0.030878725,0.93169093,False,16
Snx2,0.0,0.77343494,0,1.1909518,1.4952365,0.7964973,False,6650
Snx24,0.0,0.21301915,0,0.23923971,0.29778042,0.8034098,False,2682
Ppic,0.0,0.03936786,0,0.059738904,0.04993395,1.1963584,False,12
Cep120,0.0,0.43403414,0,0.580185,0.6901421,0.8406747,False,4852
Csnk1g3,0.0,1.3535582,0,3.0973332,3.5358832,0.87597156,False,8658
Redrum,0.0,0.0006114482,0,0.0006111031,0.0006429686,0.95044005,False,7
Zfp608,0.0,0.16283336,0,0.20923193,0.22228463,0.94127935,False,1137
Gm26742,0.0,0.0019284135,0,0.0019247853,0.0021126706,0.91106737,False,8
Gm4221,0.0,0.009077654,0,0.011159361,0.010741561,1.0388957,False,31
Gramd3,1.0,0.053431164,1,0.13562098,0.06949069,1.9516425,True,40
Aldh7a1,0.0,0.3169183,0,0.40350914,0.46897885,0.8603994,False,3625
Phax,0.0,0.7929072,0,1.3277127,1.549472,0.8568807,False,6742
Tex43,0.0,0.0036216546,0,0.003608708,0.004092027,0.8818876,False,60
Lmnb1,0.0,0.0712102,0,0.086180046,0.09459634,0.91102934,False,772
March3,0.0,0.01566248,0,0.01871046,0.018974993,0.98605883,False,171
C330018D20Rik,0.0,0.14491323,0,0.16126634,0.19720322,0.81776726,False,2121
Megf10,0.0,0.070316546,0,0.112035595,0.093341604,1.2002751,False,41
Prrc1,0.0,0.1986266,0,0.22324553,0.275348,0.8107759,False,2355
Ctxn3,1.0,0.013263722,1,0.03340826,0.015956335,2.0937304,True,146
1700011I03Rik,0.0,0.0024457928,0,0.002816219,0.0027113934,1.0386612,False,23
Slc12a2,1.0,0.86585766,1,3.051055,1.760526,1.733036,True,4377
Fbn2,0.0,0.04035558,0,0.054439083,0.051294718,1.0612999,False,410
Gm26507,0.0,0.003950896,0,0.0042176917,0.004482865,0.94084734,False,75
Isoc1,0.0,0.116363294,0,0.13744672,0.15785146,0.8707346,False,1219
A730017C20Rik,0.0,0.7661916,0,1.4920385,1.4752643,1.0113703,False,6696
Chsy3,0.0,0.02375241,0,0.025541158,0.029176671,0.8753966,False,453
Gm4951,0.0,0.0061615165,0,0.009134188,0.007149333,1.277628,False,4
Iigp1,1.0,0.041531444,1,0.086751066,0.052915752,1.6394186,True,14
Smim3,0.0,0.06429613,0,0.08180185,0.08489151,0.9636045,False,365
Dctn4,0.0,1.6397159,0,3.4701893,4.859559,0.71409553,False,8823
Rbm22,0.0,0.44631013,0,0.54317796,0.71511,0.75957257,False,4750
Synpo,0.0,1.0071963,0,2.550983,2.2111702,1.1536801,False,7980
Ndst1,0.0,0.5816283,0,1.0919842,1.010448,1.0806931,False,5632
Rps14,0.0,14.669065,0,111.81851,230.60214,0.48489797,False,9800
Cd74,1.0,0.090729505,1,3.0508928,0.12205264,10.708357,True,73
Tcof1,0.0,0.23202108,0,0.27979493,0.32786378,0.8533878,False,2726
Arsi,0.0,0.0013639998,0,0.0014562767,0.0014727078,0.98884296,False,16
Camk2a,1.0,5.1070976,1,65.28199,34.76795,1.8776487,True,9667
Slc6a7,0.0,0.669865,0,1.492558,1.2230898,1.2203176,False,6648
Pdgfrb,1.0,0.20878604,1,1.0527846,0.29115197,3.6159277,True,64
Csf1r,1.0,1.3781102,1,13.195361,3.6417553,3.6233518,True,380
Hmgxb3,0.0,0.23667748,0,0.29224077,0.33534673,0.8714586,False,3224
Slc26a2,0.0,0.11048398,0,0.12782094,0.14960755,0.8543748,False,1172
Pde6a,0.0,0.07958233,0,0.09159674,0.106372006,0.8610982,False,1326
Ppargc1b,0.0,0.3156954,0,0.45649353,0.46683758,0.9778423,False,4073
Arhgef37,0.0,0.0006114482,0,0.0006111031,0.0006429686,0.95044005,False,7
Csnk1a1,0.0,4.6635156,0,22.37774,29.641363,0.7549498,False,9750
Bvht,0.0,0.069093645,0,0.10947796,0.09162494,1.1948489,False,386
Carmn,0.0,0.023282066,0,0.03741653,0.028570408,1.3096253,False,17
Il17b,0.0,0.014627722,0,0.014884797,0.017671235,0.8423179,False,293
Gm38165,0.0,0.0017873101,0,0.001878273,0.0019514178,0.9625171,False,32
Pcyox1l,0.0,0.27185926,0,0.3253365,0.39292955,0.8279766,False,3433
Grpel2,0.0,0.3045012,0,0.36343646,0.44736743,0.8123892,False,4063
1500015A07Rik,0.0,0.16636094,0,0.1994629,0.22726393,0.87767076,False,2495
Afap1l1,1.0,0.22623584,1,0.49434647,0.31862742,1.5514874,True,1313
Ablim3,0.0,0.20911528,0,0.28195077,0.29166684,0.96668786,False,2955
Sh3tc2,0.0,0.0143455155,0,0.015833708,0.01731546,0.91442597,False,7
Adrb2,1.0,0.10907295,1,0.20517685,0.14761545,1.3899416,True,91
Gm9949,0.0,0.0016932412,0,0.0016904536,0.0018444742,0.91649616,False,8
Htr4,0.0,0.009547999,0,0.010680233,0.0113258315,0.9429977,False,164
Fbxo38,0.0,0.251023,0,0.28670228,0.35865846,0.79937404,False,3228
Spink10,0.0,0.06137999,0,0.07191435,0.080792196,0.890115,False,1049
Spink13,0.0,0.005926344,0,0.0071144532,0.006863383,1.0365812,False,114
Gm17732,0.0,0.0074784816,0,0.007422903,0.0087619815,0.8471718,False,140
2700046A07Rik,0.0,0.013828136,0,0.016365688,0.01666456,0.9820654,False,21
Apcdd1,0.0,0.008842481,0,0.010269878,0.01044963,0.9827982,False,38
